,character,structure,segment,number,
U+07B60,筠,1,竹均,均聲,
U+07B61,筡,1,竹余,余聲,
U+07B64,筤,1,竹良,良聲,
U+07B65,筥,0,竹呂,呂聲,
U+07B66,筦,1,竹完,完聲,
U+07B67,筧,1,竹見,見聲,
U+07B69,筩,1,竹甬,甬聲,
U+07B6C,筬,1,竹成,成聲,
U+07B6D,筭,1,竹弄,會意,
U+07B70,筰,1,竹作,作聲,
U+07B71,筱,1,竹攸,攸聲,
U+07B73,筳,1,竹廷,廷聲,
U+07B74,筴,1,竹夾,夾聲,
U+07B75,筵,1,竹延,延聲,
U+07B81,箁,1,竹咅,咅聲,
U+07B84,箄,1,竹卑,卑聲,
U+07B85,箅,1,竹畀,畀聲,
U+07B87,箇,1,竹固,固聲,
U+07B8B,箋,1,竹戔,戔聲,
U+07B8D,箍,1,竹㧜,會意？,
U+07B8F,箏,1,竹爭,爭聲,
U+07B91,箑,1,竹疌,疌聲,
U+07B92,箒,1,竹帚,帚聲,
U+07B93,箓,1,竹录,录聲,
U+07B94,箔,1,竹泊,泊聲,
U+07B95,箕,,箕,象形,
U+07B97,算,1,竹𥃲,會意,
U+07B98,箘,1,竹囷,囷聲,
U+07B99,箙,1,竹服,服聲,
U+07B9A,箚,1,竹0,合刂,
U+07B9B,箛,1,竹孤,孤聲,
U+07B9C,箜,1,竹空,空聲,
U+07B9D,箝,1,竹拑,拑聲,
U+07BA1,管,1,竹官,官聲,
U+07BAC,箬,1,竹若,若聲,
U+07BB1,箱,1,竹相,相聲,
U+07BB4,箴,1,竹咸,咸聲,
U+07BB8,箸,1,竹者,者聲,
U+07BB9,箹,1,竹約,約聲,
U+07BBE,箾,1,竹削,削聲,
U+07BC0,節,1,竹即,即聲,
U+07BC1,篁,1,竹皇,皇聲,
U+07BC4,範,8,笵車,笵省聲,
U+07BC5,篅,1,竹耑,耑聲,
U+07BC6,篆,1,竹彖,彖聲,
U+07BC7,篇,1,竹扁,扁聲,
U+07BCB,篋,1,竹匧,匧聲,
U+07BCC,篌,1,竹侯,侯聲,
U+07BCE,篎,1,竹眇,眇聲,
U+07BD9,篙,1,竹高,高聲,
U+07BDA,篚,1,竹匪,匪聲,
U+07BDD,篝,1,竹冓,冓聲,
U+07BE0,篠,1,竹條,條聲,
U+07BE1,篡,1,算厶,算聲,
U+07BE4,篤,1,竹馬,竹聲,
U+07BE5,篥,1,竹栗,栗聲,
U+07BE6,篦,1,竹𣬉,𣬉聲,鬲又）
U+07BE7,篧,1,竹隺,寉聲,
U+07BE8,篨,1,竹除,除聲,
U+07BE9,篩,1,竹師,師聲,
U+07BEA,篪,1,竹虒,虒聲,
U+07BF0,篰,1,竹部,部聲,
U+07BF2,篲,1,竹彗,彗聲,
U+07BF3,篳,1,竹畢,畢聲,
U+07BF6,篶,1,竹焉,焉聲,
U+07BF7,篷,1,竹逢,逢聲,
U+07BF8,篸,1,竹參,參聲,
U+07BFC,篼,1,竹兜,兜聲,
U+07BFD,篽,1,竹御,御聲,
U+07BFF,篿,1,竹專,專聲,
U+07C00,簀,1,竹責,責聲,
U+07C01,簁,1,竹徙,徙聲,
U+07C03,簃,1,竹移,移聲,
U+07C07,簇,1,竹族,族聲,
U+07C0B,簋,3,竹艮皿,會意,
U+07C0D,簍,1,竹婁,婁聲,
U+07C0E,簎,1,竹籍,籍省聲,
U+07C0F,簏,1,竹鹿,鹿聲,
U+07C13,簓,1,竹彫,国字,
U+07C17,簗,1,竹梁,国字,
U+07C19,簙,1,竹博,博聲,
U+07C1C,簜,1,竹湯,湯聲,
U+07C1E,簞,1,竹單,單聲,
U+07C20,簠,3,竹甫皿,甫聲,
U+07C23,簣,1,竹貴,貴聲,
U+07C26,簦,1,竹登,登聲,
U+07C27,簧,1,竹黃,黃聲,
U+07C2A,簪,1,竹朁,朁聲,
U+07C2B,簫,1,竹肅,肅聲,
U+07C2C,簬,1,竹路,路聲,
U+07C2D,簭,1,𥰰口,𥰰聲,
U+07C31,簱,1,竹𣄃,国字,
U+07C37,簷,1,竹詹,詹聲,
U+07C38,簸,8,箕皮,皮聲,
U+07C3A,簺,1,竹塞,塞亦聲,
U+07C3D,簽,1,竹僉,僉聲,
U+07C3E,簾,1,竹廉,廉聲,
U+07C3F,簿,1,竹溥,溥聲,
U+07C43,籃,1,竹監,監聲,
U+07C46,籆,1,竹蒦,蒦聲,
U+07C4B,籋,1,竹爾,爾聲,
U+07C4C,籌,1,竹壽,壽聲,
U+07C4F,籏,1,竹旗,国字,
U+07C50,籐,1,竹滕,滕聲,
U+07C52,籒,1,竹㩅,㩅聲,
U+07C53,籓,1,竹潘,潘聲,
U+07C54,籔,1,竹數,數聲,
U+07C58,籘,1,竹縢,縢聲,
U+07C5A,籚,1,竹盧,盧聲,
U+07C5F,籟,1,竹賴,賴聲,
U+07C60,籠,1,竹龍,龍聲,
U+07C61,籡,1,竹撿,国字,
U+07C63,籣,1,竹闌,闌聲,
U+07C64,籤,1,竹韱,韱聲,
U+07C65,籥,1,竹龠,龠聲,
U+07C67,籧,1,竹遽,遽聲,
U+07C68,籨,1,竹歛,斂聲,
U+07C6B,籫,1,竹贊,贊聲,
U+07C6C,籬,1,竹離,離聲,
U+07C6D,籭,1,竹麗,麗聲,
U+07C6F,籯,1,竹贏,贏聲,
U+07C71,籱,1,竹靃,靃聲,
U+07C73,米,,米,象形,
U+07C75,籵,0,米十,国字,
U+07C79,籹,0,米女,女聲,
U+07C7E,籾,0,米刃,国字,
U+07C81,粁,0,米千,国字,
U+07C82,粂,1,久米,国字,
U+07C83,粃,0,米比,比聲,
U+07C88,粈,0,米丑,丑聲,
U+07C89,粉,0,米分,分聲,
U+07C8A,粊,1,比米,比聲,
U+07C8D,粍,0,米毛,国字,
U+07C8F,粏,0,米太,国字,
U+07C90,粐,0,米戸,国字,
U+07C92,粒,0,米立,立聲,
U+07C94,粔,0,米巨,巨聲,
U+07C95,粕,0,米白,白聲,
U+07C97,粗,0,米且,且聲,
U+07CA1,粡,0,米同,同聲,
U+07CA2,粢,1,次米,次聲,
U+07CA5,粥,4,弜米,會意,
U+07CA7,粧,0,米庄,庄聲,
U+07CA8,粨,0,米百,国字,
U+07CAB,粫,0,米而,国字,
U+07CAD,粭,0,米合,国字,
U+07CB1,粱,1,梁米,梁省聲,
U+07CB2,粲,1,𣦼米,𣦼聲,
U+07CB3,粳,0,米更,更聲,
U+07CB5,粵,1,宷亏,會意,
U+07CB9,粹,0,米卒,卒聲,
U+07CBA,粺,0,米卑,卑聲,
U+07CBB,粻,0,米長,長聲,
U+07CBD,粽,0,米宗,宗聲,
U+07CBE,精,0,米靑,靑聲,
U+07CC0,糀,0,米花,国字,
U+07CC2,糂,0,米甚,甚聲,
U+07CC5,糅,0,米柔,柔聲,
U+07CC8,糈,0,米胥,胥聲,
U+07CC9,糉,0,米㚇,㚇聲,
U+07CCA,糊,0,米胡,胡聲,
U+07CCE,糎,0,米厘,国字,
U+07CD6,糖,0,米唐,唐聲,
U+07CD7,糗,0,米臭,臭聲,
U+07CD8,糘,0,米家,国字,
U+07CDC,糜,8,麻米,麻聲,
U+07CDD,糝,0,米參,參聲,
U+07CE0,糠,0,米康,康聲,
U+07CE2,糢,0,米莫,莫聲,
U+07CE3,糣,0,米朁,甚聲,
U+07CE6,糦,0,米喜,喜聲,
U+07CE7,糧,0,米量,量聲,
U+07CEA,糪,1,辟米,辟聲,
U+07CEF,糯,0,米需,需聲,
U+07CF1,糱,1,辥米,辥聲,
U+07CF2,糲,0,米厲,厲聲,
U+07CF4,糴,6,䊮入,䊮聲,
U+07CF6,糶,6,䊮出,䊮亦聲,
U+07CF8,糸,,糸,象形,
U+07CFB,系,,系,象形,
U+07CFE,糾,0,糸丩,丩亦聲,
U+07D00,紀,0,糸己,己聲,
U+07D02,紂,0,糸肘,肘省聲,
U+07D03,紃,0,糸川,川聲,
U+07D04,約,0,糸勺,勺聲,
U+07D05,紅,0,糸工,工聲,
U+07D06,紆,0,糸于,于聲,
U+07D08,紈,0,糸丸,丸聲,
U+07D09,紉,0,糸刃,刃聲,
U+07D0A,紊,1,文糸,文聲,
U+07D0B,紋,0,糸文,文聲,
U+07D0D,納,0,糸內,內聲,
U+07D10,紐,0,糸丑,丑聲,
U+07D11,紑,0,糸不,不聲,
U+07D13,紓,0,糸予,予聲,
U+07D14,純,0,糸屯,屯聲,
U+07D15,紕,0,糸比,比聲,
U+07D16,紖,0,糸引,引聲,
U+07D17,紗,0,糸少,少聲,
U+07D18,紘,0,糸厷,厷聲,
U+07D19,紙,0,糸氏,氏聲,
U+07D1A,級,0,糸及,及聲,
U+07D1B,紛,0,糸分,分聲,
U+07D1C,紜,0,糸云,云聲,
U+07D1D,紝,0,糸壬,壬聲,
U+07D1E,紞,0,糸冘,冘聲,
U+07D1F,紟,0,糸今,今聲,
U+07D21,紡,0,糸方,方聲,
U+07D22,索,,索,象形,
U+07D26,紦,0,糸巴,巴聲,
U+07D28,紨,0,糸付,付聲,
U+07D29,紩,0,糸失,失聲,
U+07D2B,紫,1,此糸,此聲,
U+07D2C,紬,0,糸由,由聲,
U+07D2D,紭,0,糸弘,弘聲,
U+07D2E,紮,1,札糸,札聲,
U+07D32,紲,0,糸世,世聲,
U+07D33,紳,0,糸申,申聲,
U+07D34,紴,0,糸皮,皮聲,
U+07D35,紵,0,糸宁,宁聲,
U+07D39,紹,0,糸召,召聲,
U+07D3A,紺,0,糸甘,甘聲,
U+07D3B,紻,0,糸央,央聲,
U+07D3C,紼,0,糸弗,弗聲,
U+07D3E,紾,0,糸㐱,㐱聲,
U+07D3F,紿,0,糸台,台聲,
U+07D40,絀,0,糸出,出聲,
U+07D42,終,0,糸冬,冬聲,
U+07D43,絃,0,糸玄,玄聲,
U+07D44,組,0,糸且,且聲,
U+07D45,絅,0,糸冋,冋聲,
U+07D46,絆,0,糸半,半聲,
U+07D47,絇,0,糸句,句聲,
U+07D4E,絎,0,糸行,行聲,
U+07D4F,絏,0,糸曳,曳聲,
U+07D50,結,0,糸吉,吉聲,
U+07D51,絑,0,糸朱,朱聲,
U+07D53,絓,0,糸圭,圭聲,
U+07D55,絕,0,糸1,刀卩,
U+07D56,絖,0,糸光,光聲,
U+07D58,絘,0,糸次,次聲,
U+07D59,絙,0,糸亘,亘聲,
U+07D5B,絛,8,攸糸,攸聲,
U+07D5C,絜,1,㓞糸,㓞聲,
U+07D5D,絝,0,糸夸,夸聲,
U+07D5E,絞,0,糸交,會意,
U+07D5F,絟,0,糸全,全聲,
U+07D60,絠,0,糸有,有聲,
U+07D61,絡,0,糸各,各聲,
U+07D62,絢,0,糸旬,旬聲,
U+07D63,絣,0,糸幷,幷聲,
U+07D65,絥,0,糸伏,伏聲,
U+07D66,給,0,糸合,合聲,
U+07D68,絨,0,糸戎,戎聲,
U+07D69,絩,0,糸兆,兆聲,
U+07D6B,絫,1,厽糸,厽亦聲,
U+07D6C,絬,0,糸舌,舌聲,
U+07D6E,絮,1,如糸,如聲,
U+07D70,絰,0,糸至,至聲,
U+07D71,統,0,糸充,充聲,
U+07D72,絲,0,糸糸,,
U+07D73,絳,0,糸夅,夅聲,
U+07D78,絸,0,糸見,見聲,
U+07D79,絹,0,糸肙,肙聲,
U+07D7A,絺,0,糸希,希聲,
U+07D7B,絻,0,糸免,免聲,
U+07D7D,絽,0,糸呂,呂聲,
U+07D7F,絿,0,糸求,求聲,
U+07D80,綀,0,糸束,束聲,
U+07D83,綃,0,糸肖,肖聲,
U+07D88,綈,0,糸弟,弟聲,
U+07D8A,綊,0,糸夾,夾聲,
U+07D8C,綌,0,糸谷,𧮫聲,
U+07D8E,綎,0,糸廷,廷聲,
U+07D8F,綏,0,糸妥,妥聲,
U+07D93,經,0,糸巠,巠聲,
U+07D9B,綛,0,糸忍,国字,
U+07D9C,綜,0,糸宗,宗聲,
U+07D9D,綝,0,糸林,林聲,
U+07D9F,綟,0,糸戻,戾聲,
U+07DA0,綠,0,糸彔,彔聲,
U+07DA2,綢,0,糸周,周聲,
U+07DA3,綣,0,糸卷,卷聲,
U+07DA6,綦,1,其糸,其聲,
U+07DAA,綪,0,糸靑,靑聲,
U+07DAB,綫,0,糸戔,戔聲,
U+07DAC,綬,0,糸受,受聲,
U+07DAD,維,0,糸隹,隹聲,
U+07DAE,綮,1,啟糸,啟省聲,
U+07DAF,綯,0,糸匋,匋聲,
U+07DB0,綰,0,糸官,官聲,
U+07DB1,綱,0,糸岡,岡聲,
U+07DB2,網,0,糸罔,罔聲,
U+07DB4,綴,0,糸叕,叕亦聲,
U+07DB5,綵,0,糸采,采聲,
U+07DB8,綸,0,糸侖,侖聲,
U+07DB9,綹,0,糸咎,咎聲,
U+07DBA,綺,0,糸奇,奇聲,
U+07DBB,綻,0,糸定,定聲,
U+07DBD,綽,0,糸卓,卓聲,
U+07DBE,綾,0,糸夌,夌聲,
U+07DBF,綿,0,糸帛,會意,
U+07DC0,緀,0,糸妻,妻聲,
U+07DC1,緁,0,糸疌,疌聲,
U+07DC2,緂,0,糸炎,炎聲,
U+07DC3,緃,0,糸從,從省聲,
U+07DC4,緄,0,糸昆,昆聲,
U+07DC5,緅,0,糸取,取聲,
U+07DC6,緆,0,糸易,易聲,
U+07DC7,緇,0,糸甾,甾聲,
U+07DC9,緉,0,糸兩,兩聲,
U+07DCA,緊,1,臤糸,臤聲,
U+07DCB,緋,0,糸非,非聲,
U+07DCC,緌,0,糸委,委聲,
U+07DCD,緍,0,糸昏,昏聲,
U+07DD2,緒,0,糸者,者聲,
U+07DD7,緗,0,糸相,相聲,
U+07DD8,緘,0,糸咸,咸聲,
U+07DDA,線,0,糸泉,泉聲,
U+07DDB,緛,0,糸耎,耎聲,
U+07DDC,緜,0,帛系,會意,
U+07DDD,緝,0,糸咠,咠聲,
U+07DDE,緞,0,糸段,段聲,
U+07DDF,緟,0,糸重,重聲,
U+07DE0,締,0,糸帝,帝聲,
U+07DE1,緡,0,糸昬,昬聲,
U+07DE2,緢,0,糸苗,苗聲,
U+07DE3,緣,0,糸彖,彖聲,
U+07DE4,緤,0,糸枼,枼聲,
U+07DE5,緥,0,糸保,保聲,
U+07DE6,緦,0,糸思,思聲,
U+07DE7,緧,0,糸酋,酋聲,
U+07DE8,編,0,糸扁,扁聲,
U+07DE9,緩,0,糸爰,爰聲,
U+07DEA,緪,0,糸恆,恆聲,
U+07DEC,緬,0,糸面,面聲,
U+07DED,緭,0,糸胃,胃聲,
U+07DEF,緯,0,糸韋,韋聲,
U+07DF0,緰,0,糸兪,兪聲,
U+07DF2,緲,0,糸眇,眇聲,
U+07DF4,練,0,糸柬,柬聲,
U+07DF7,緷,0,糸軍,軍聲,
U+07DF9,緹,0,糸是,是聲,
U+07DFA,緺,0,糸咼,咼聲,
U+07DFB,緻,0,糸致,致聲,
U+07E05,縅,0,糸威,国字,
U+07E08,縈,1,熒糸,熒省聲,
U+07E0A,縊,0,糸益,益聲,
U+07E0B,縋,0,糸追,追聲,
U+07E0C,縌,0,糸逆,逆聲,
U+07E0E,縎,0,糸骨,骨聲,
U+07E10,縐,0,糸芻,芻聲,
U+07E11,縑,0,糸兼,兼聲,
U+07E13,縓,0,糸原,原聲,
U+07E15,縕,0,糸𥁕,𥁕聲,
U+07E17,縗,0,糸衰,衰聲,
U+07E1B,縛,0,糸尃,尃聲,
U+07E1C,縜,0,糸員,員聲,
U+07E1E,縞,0,糸高,高聲,
U+07E1F,縟,0,糸辱,辱聲,
U+07E20,縠,9,𣪊糸,𣪊聲,
U+07E21,縡,0,糸宰,宰聲,
U+07E23,縣,0,𥄉系,會意,
U+07E28,縨,0,糸晃,国字,
U+07E2A,縪,0,糸畢,畢聲,
U+07E2B,縫,0,糸逢,逢聲,
U+07E2D,縭,0,糸离,离聲,
U+07E2E,縮,0,糸宿,宿聲,
U+07E31,縱,0,糸從,從聲,
U+07E32,縲,0,糸累,累聲,
U+07E33,縳,0,糸專,專聲,
U+07E35,縵,0,糸曼,曼聲,
U+07E37,縷,0,糸婁,婁聲,
U+07E3A,縺,0,糸連,連聲,
U+07E3B,縻,8,麻糸,麻聲,
U+07E3C,縼,0,糸旋,旋聲,
U+07E3D,總,0,糸悤,悤聲,
U+07E3E,績,0,糸責,責聲,
U+07E3F,縿,0,糸參,參聲,
U+07E40,繀,0,糸崔,崔聲,
U+07E41,繁,1,敏糸,敏聲,
U+07E43,繃,0,糸崩,崩聲,
U+07E44,繄,1,殹糸,殹聲,
U+07E45,繅,0,糸巢,巢聲,
U+07E46,繆,0,糸翏,翏聲,
U+07E4E,繎,0,糸然,然聲,
U+07E50,繐,0,糸惠,惠聲,
U+07E51,繑,0,糸喬,喬聲,
U+07E52,繒,0,糸曾,曾聲,
U+07E54,織,0,糸戠,戠聲,
U+07E55,繕,0,糸善,善聲,
U+07E58,繘,0,糸矞,矞聲,
U+07E59,繙,0,糸番,番聲,
U+07E5B,繛,0,素卓,卓聲,
U+07E5C,繜,0,糸尊,尊聲,
U+07E5D,繝,0,糸閒,閒聲,
U+07E5E,繞,0,糸堯,堯聲,
U+07E5F,繟,0,糸單,單聲,
U+07E60,繠,1,惢糸,會意,
U+07E61,繡,0,糸肅,肅聲,
U+07E66,繦,0,糸強,強聲,
U+07E67,繧,0,糸雲,国字,
U+07E69,繩,0,糸黽,黽聲,
U+07E6A,繪,0,糸會,會聲,
U+07E6B,繫,1,𣪠糸,,
U+07E6D,繭,B,芇0,糸虫,
U+07E6E,繮,0,糸畺,畺聲,
U+07E70,繰,0,糸喿,喿聲,
U+07E74,繴,1,辟糸,辟聲,
U+07E7B,繻,0,糸需,需聲,
U+07E7C,繼,0,糸㡭,㡭聲,
U+07E7D,繽,0,糸賓,賓聲,
U+07E7E,繾,0,糸遣,遣聲,
U+07E7F,繿,0,糸監,監聲,
U+07E80,纀,0,糸僕,僕聲,
U+07E81,纁,0,糸熏,熏聲,
U+07E82,纂,1,算糸,算聲,
U+07E83,纃,0,糸齊,国字,
U+07E85,纅,0,糸樂,樂聲,
U+07E87,纇,9,頪糸,頪聲,
U+07E88,纈,0,糸頡,頡聲,
U+07E8A,纊,0,糸廣,廣聲,
U+07E8C,續,0,糸𧶠,𧶠聲,
U+07E8D,纍,1,畾糸,畾聲,
U+07E8F,纏,0,糸廛,廛聲,
U+07E90,纐,0,絞頁,国字,
U+07E91,纑,0,糸盧,盧聲,
U+07E93,纓,0,糸嬰,嬰聲,
U+07E94,纔,0,糸毚,毚聲,
U+07E95,纕,0,糸襄,襄聲,
U+07E96,纖,0,糸韱,韱聲,
U+07E97,纗,0,糸巂,巂聲,
U+07E98,纘,0,糸贊,贊聲,
U+07E9A,纚,0,糸麗,麗聲,
U+07E9B,纛,1,毒縣,毒聲,
U+07E9C,纜,0,糸覽,覽聲,
U+07F36,缶,,缶,象形,
U+07F38,缸,0,缶工,工聲,
U+07F3F,缿,0,缶后,后聲,
U+07F43,罃,1,熒缶,熒省聲,
U+07F44,罄,1,殸缶,殸聲,
U+07F45,罅,0,缶虖,虖聲,
U+07F4A,罊,1,𣪠缶,𣪠聲,
U+07F4C,罌,1,賏缶,賏聲,
U+07F4D,罍,1,畾缶,畾聲,
U+07F50,罐,0,缶雚,雚聲,
U+07F51,网,,网,象形,
U+07F55,罕,1,网干,干聲,
U+07F58,罘,1,罒不,不聲,
U+07F6B,罫,1,罒卦,卦聲,
U+07F70,罰,8,詈刀,會意,
U+07F7B,罻,1,罒尉,尉聲,
U+07F80,羀,1,网畱,畱亦聲,
U+07F82,羂,1,罒絹,絹聲,
U+07F86,羆,1,罷熊,罷省聲,
U+07F8A,羊,,羊,象形,
U+07F8C,羌,1,羊儿,羊亦聲,
U+07F8D,羍,1,大羊,象形,
U+07F8E,美,,美,象形,
U+07F91,羑,1,𦍌久,久聲,
U+07F92,羒,0,羊分,分聲,
U+07F95,羕,1,𦍌永,𦍌聲,
U+07F96,羖,0,羊殳,殳聲,
U+07F99,羙,1,羊火,羊聲,
U+07F9A,羚,0,羊令,令聲,
U+07F9B,羛,1,𦍌弗,會意,
U+07F9C,羜,0,羊宁,宁聲,
U+07F9D,羝,0,羊氐,氐聲,
U+07F9E,羞,0,羊丑,丑亦聲,
U+07FA0,羠,0,羊夷,夷聲,
U+07FA3,羣,1,君羊,君聲,
U+07FA5,羥,0,羊巠,巠聲,
U+07FA8,羨,1,羊㳄,㳄聲,
U+07FA9,義,1,𦍌我,會意,
U+07FAA,羪,0,羊良,国字,
U+07FAD,羭,0,羊兪,兪聲,
U+07FAF,羯,0,羊曷,曷聲,
U+07FB2,羲,9,兮義,義聲,
U+07FB3,羳,0,羊番,番聲,
U+07FB4,羴,1,羊0,羊羊,
U+07FB6,羶,0,羊亶,亶聲,
U+07FB8,羸,5,羊𣎆,𣎆聲,
U+07FBC,羼,8,尸羴,會意,
U+07FC1,翁,1,公羽,公聲,
U+07FC4,翄,0,羽支,支聲,
U+07FC5,翅,A,支羽,支聲,
U+07FC7,翇,1,羽犮,犮聲,
U+07FCA,翊,0,立羽,立聲,
U+07FCE,翎,0,令羽,令聲,
U+07FCF,翏,1,羽㐱,會意,
U+07FD2,習,1,羽自,白聲,
U+07FD4,翔,0,羊羽,羊聲,
U+07FD5,翕,1,合羽,合聲,
U+07FDC,翜,1,羽夾,夾聲,
U+07FDF,翟,1,羽隹,會意,
U+07FE0,翠,1,羽卒,卒聲,
U+07FE1,翡,1,非羽,非聲,
U+07FE3,翣,1,羽妾,妾聲,
U+07FE5,翥,1,者羽,者聲,
U+07FE8,翨,1,羽是,是聲,
U+07FE9,翩,0,扁羽,扁聲,
U+07FEB,翫,0,習元,元聲,
U+07FEC,翬,1,羽軍,軍聲,
U+07FEE,翮,0,鬲羽,鬲聲,
U+07FEF,翯,1,羽高,高聲,
U+07FF0,翰,8,倝羽,倝聲,
U+07FF1,翱,0,皋羽,皋聲,
U+07FF3,翳,1,殹羽,殹聲,
U+07FF9,翹,A,堯羽,堯聲,
U+07FFB,翻,0,番羽,番聲,
U+07FFC,翼,1,羽異,異聲,
U+07FFD,翽,0,歲羽,歲聲,
U+07FFF,翿,0,壽羽,壽聲,
U+08001,老,1,毛匕,會意,
U+08003,考,1,老丂,丂聲,
U+08004,耄,1,老毛,毛聲,
U+08005,者,1,𣥏白,𣥏聲,
U+08006,耆,1,老旨,旨聲,
U+08007,耇,1,耂句,句聲,
U+0800A,耊,1,耂至,至聲,
U+0800B,耋,1,老至,至聲,
U+0800C,而,,而,象形,
U+0800E,耎,1,而大,而聲,
U+0800F,耏,0,而彡,而亦聲,
U+08010,耐,0,而寸,會意,
U+08011,耑,,耑,象形,
U+08012,耒,1,丯木,會意,
U+08015,耕,0,耒井,井聲,
U+08017,耗,0,耒毛,毛聲,
U+08018,耘,0,耒云,云聲,
U+08019,耙,0,耒巴,巴聲,
U+0801C,耜,0,耒㠯,㠯聲,
U+08021,耡,0,耒助,助聲,
U+08026,耦,0,耒禺,禺聲,
U+08028,耨,0,耒辱,辱聲,
U+08033,耳,,耳,象形,
U+08034,耴,0,耳乚,,
U+08039,耹,0,耳今,今聲,
U+0803C,耼,0,耳冄,冄聲,
U+0803D,耽,0,耳冘,冘聲,
U+0803F,耿,0,耳火,火聲,
U+08045,聅,0,耳矢,會意,
U+08046,聆,0,耳令,令聲,
U+08049,聉,0,耳出,出聲,
U+08051,聑,0,耳耳,會意,
U+08056,聖,6,呈耳,會意,
U+08058,聘,0,耳甹,甹聲,
U+0805A,聚,1,取乑,取聲,
U+0805D,聝,0,耳或,或聲,
U+0805E,聞,5,門耳,門聲,
U+08062,聢,0,耳定,国字,
U+08065,聥,0,耳禹,禹聲,
U+0806F,聯,0,耳絲,會意,
U+08070,聰,0,耳悤,悤聲,
U+08072,聲,1,殸耳,殸聲,
U+08073,聳,1,從耳,從聲,
U+08076,聶,1,耳聑,會意,
U+08077,職,0,耳戠,戠聲,
U+08078,聸,0,耳詹,詹聲,
U+08079,聹,0,耳寧,寧聲,
U+0807D,聽,0,9,耳𡈼𢛳,
U+0807E,聾,1,龍耳,龍聲,
U+0807F,聿,B,𦘒一,會意,
U+08081,肁,8,戸聿,會意,
U+08085,肅,1,聿𣶒,聿聲,
U+08088,肈,A,肁戈,肁聲,
U+08089,肉,,肉,象形,
U+0808A,肊,0,月乙,會意,
U+0808B,肋,0,肉力,力聲,
U+0808C,肌,0,肉几,几聲,
U+0808D,肍,0,肉九,九聲,
U+0808E,肎,1,冖肉,會意,
U+08091,肑,0,月勺,勺聲,
U+08092,肒,0,肉丸,丸聲,
U+08093,肓,1,亡肉,亡聲,
U+08096,肖,1,小肉,小聲,
U+08098,肘,0,肉寸,寸聲,
U+0809A,肚,0,肉土,土聲,
U+0809B,肛,0,肉工,工聲,
U+0809D,肝,0,肉干,干聲,
U+080A1,股,0,肉殳,羖聲,
U+080A2,肢,0,肉支,支聲,
U+080A3,肣,0,月今,今聲,
U+080A5,肥,0,肉巴,巴聲,
U+080A7,肧,0,肉不,不聲,
U+080AA,肪,0,肉方,方聲,
U+080AB,肫,0,肉屯,屯聲,
U+080AC,肬,0,肉尤,尤聲,
U+080AD,肭,0,肉內,內聲,
U+080B0,肰,0,肉犬,會意,
U+080B1,肱,0,肉厷,厷聲,
U+080B2,育,1,𠫓肉,肉聲,
U+080B4,肴,1,爻肉,爻聲,
U+080B6,肶,0,肉比,从聲,
U+080B8,肸,8,䏌十,䏌聲,
U+080BA,肺,0,肉巿,巿聲,
U+080C2,胂,0,肉申,申聲,
U+080C4,胄,1,由肉,由聲,
U+080C5,胅,0,肉失,失聲,
U+080CA,胊,0,肉句,句聲,
U+080CC,背,1,北肉,北聲,
U+080CE,胎,0,肉台,台聲,
U+080D1,胑,0,肉只,只聲,
U+080D6,胖,0,肉半,半亦聲,
U+080D7,胗,0,肉㐱,㐱聲,
U+080D8,胘,0,月玄,省聲,
U+080D9,胙,0,肉乍,乍聲,
U+080DA,胚,0,肉丕,丕聲,
U+080DB,胛,0,肉甲,甲聲,
U+080DC,胜,0,肉生,生聲,
U+080DD,胝,0,肉氐,氐聲,
U+080DE,胞,0,肉包,包聲,
U+080E0,胠,0,肉去,去聲,
U+080E1,胡,0,古肉,古聲,
U+080E4,胤,,胤,象形,
U+080E5,胥,1,疋肉,疋聲,
U+080EF,胯,0,肉夸,夸聲,
U+080F1,胱,0,肉光,光聲,
U+080F2,胲,0,肉亥,亥聲,
U+080F3,胳,0,肉各,各聲,
U+080F4,胴,0,肉同,同聲,
U+080F5,胵,0,肉至,至聲,
U+080F8,胸,0,肉匈,匈聲,
U+080F9,胹,0,肉而,而聲,
U+080FB,胻,0,肉行,行聲,
U+080FD,能,,能,象形,
U+08100,脀,1,丞⺝,丞聲,
U+08101,脁,0,肉兆,兆聲,
U+08102,脂,0,肉旨,旨聲,
U+08103,脃,0,肉絕,絕省聲,
U+08105,脅,1,劦肉,劦聲,
U+08107,脇,0,肉劦,劦聲,
U+08108,脈,0,肉派,派聲,
U+08118,脘,0,肉完,完聲,
U+08119,脙,0,肉求,求聲,
U+0811A,脚,0,肉却,却聲,
U+0811B,脛,0,肉巠,巠聲,
U+0811C,脜,0,肉𦣻,肉聲,
U+0811F,脟,1,月寽,寽聲,
U+08120,脠,0,月延,延聲,
U+08122,脢,0,肉每,每聲,
U+08123,脣,8,辰肉,辰聲,
U+08129,脩,8,攸肉,攸聲,
U+0812A,脪,0,肉希,希聲,
U+0812B,脫,0,肉兌,兌聲,
U+0812C,脬,0,肉孚,孚聲,
U+0812F,脯,0,肉甫,甫聲,
U+08130,脰,0,肉豆,豆聲,
U+08135,脵,0,月吴,国字,
U+08139,脹,0,肉長,長聲,
U+0813C,脼,0,肉兩,兩聲,
U+0813D,脽,0,肉隹,隹聲,
U+0813E,脾,0,肉卑,卑聲,
