,index,root,inflection,tag,rule,reg
9954,9954,troop,trooped,V;PST,+ed,Regular
9965,9965,boast,boasted,V;PST,+ed,Regular
9968,9968,aver,averred,V;PST,double spell,Irregular
9969,9969,tweag,tweaged,V;PST,+ed,Regular
9972,9972,decrown,decrowned,V;PST,+ed,Regular
9974,9974,transpire,transpired,V;PST,+d,Irregular
9977,9977,formulize,formulized,V;PST,+d,Irregular
9979,9979,underoptimize,underoptimized,V;PST,+d,Irregular
9980,9980,intermit,intermitted,V;PST,double spell,Irregular
9982,9982,marmalade,marmaladed,V;PST,+d,Irregular
9986,9986,horsecollar,horsecollared,V;PST,+ed,Regular
9987,9987,decommodify,decommodified,V;PST,y-ied,Irregular
9989,9989,outwear,outwore,V;PST,special,Irregular
9990,9990,betide,betid,V;PST,special,Irregular
9992,9992,betrim,betrimmed,V;PST,double spell,Irregular
9993,9993,hospitate,hospitated,V;PST,+d,Irregular
0,10001,drub,drubbed,V;PST,@+bed,Irregular
1,10002,scrub,scrubbed,V;PST,@+bed,Irregular
2,10003,dub,dubbed,V;PST,@+bed,Irregular
3,10004,grub,grubbed,V;PST,@+bed,Irregular
4,10005,grab,grabbed,V;PST,@+bed,Irregular
5,10006,nab,nabbed,V;PST,@+bed,Irregular
6,10007,bib,bibbed,V;PST,@+bed,Irregular
7,10008,rob,robbed,V;PST,@+bed,Irregular
8,10009,fib,fibbed,V;PST,@+bed,Irregular
9,10010,rub,rubbed,V;PST,@+bed,Irregular
10,10011,sob,sobbed,V;PST,@+bed,Irregular
11,10012,crab,crabbed,V;PST,@+bed,Irregular
12,10013,scab,scabbed,V;PST,@+bed,Irregular
13,10014,jib,jibbed,V;PST,@+bed,Irregular
14,10015,dab,dabbed,V;PST,@+bed,Irregular
15,10016,blab,blabbed,V;PST,@+bed,Irregular
16,10017,bob,bobbed,V;PST,@+bed,Irregular
17,10018,jab,jabbed,V;PST,@+bed,Irregular
18,10019,mob,mobbed,V;PST,@+bed,Irregular
19,10020,crib,cribbed,V;PST,@+bed,Irregular
0,100021,bag,bagged,V;PST,@+ged,Irregular
1,100022,zigzag,zigzagged,V;PST,@+ged,Irregular
2,100023,swag,swagged,V;PST,@+ged,Irregular
3,100024,scrag,scragged,V;PST,@+ged,Irregular
4,100025,footslog,footslogged,V;PST,@+ged,Irregular
5,100026,lug,lugged,V;PST,@+ged,Irregular
6,100027,peg,pegged,V;PST,@+ged,Irregular
7,100028,swig,swigged,V;PST,@+ged,Irregular
8,100029,lag,lagged,V;PST,@+ged,Irregular
9,100030,plug,plugged,V;PST,@+ged,Irregular
10,100031,rig,rigged,V;PST,@+ged,Irregular
11,100032,befog,befogged,V;PST,@+ged,Irregular
12,100033,beg,begged,V;PST,@+ged,Irregular
13,100034,pug,pugged,V;PST,@+ged,Irregular
14,100035,blackleg,blacklegged,V;PST,@+ged,Irregular
15,100036,bootleg,bootlegged,V;PST,@+ged,Irregular
16,100037,brag,bragged,V;PST,@+ged,Irregular
17,100038,flog,flogged,V;PST,@+ged,Irregular
18,100039,chug,chugged,V;PST,@+ged,Irregular
19,100040,sandbag,sandbagged,V;PST,@+ged,Irregular
0,10041,yak,yakked,V;PST,@+ked,Irregular
1,10042,trek,trekked,V;PST,@+ked,Irregular
2,10043,traffic,trafficked,V;PST,@+ked,Irregular
0,10044,fuel,fuelled,V;PST,@+led,Irregular
1,10045,bevel,bevelled,V;PST,@+led,Irregular
2,10046,tinsel,tinselled,V;PST,@+led,Irregular
3,10047,disembowel,disembowelled,V;PST,@+led,Irregular
4,10048,metal,metalled,V;PST,@+led,Irregular
5,10049,nickel,nickelled,V;PST,@+led,Irregular
6,10050,label,labelled,V;PST,@+led,Irregular
7,10051,appal,appalled,V;PST,@+led,Irregular
8,10052,empanel,empanelled,V;PST,@+led,Irregular
9,10053,tunnel,tunnelled,V;PST,@+led,Irregular
10,10054,cancel,cancelled,V;PST,@+led,Irregular
11,10055,stencil,stencilled,V;PST,@+led,Irregular
12,10056,gel,gelled,V;PST,@+led,Irregular
13,10057,refuel,refuelled,V;PST,@+led,Irregular
14,10058,dial,dialled,V;PST,@+led,Irregular
15,10059,propel,propelled,V;PST,@+led,Irregular
16,10060,outrival,outrivalled,V;PST,@+led,Irregular
17,10061,marshal,marshalled,V;PST,@+led,Irregular
18,10062,outgeneral,outgeneralled,V;PST,@+led,Irregular
19,10063,ravel,ravelled,V;PST,@+led,Irregular
0,10064,rim,rimmed,V;PST,@+med,Irregular
1,10065,mum,mummed,V;PST,@+med,Irregular
2,10066,dim,dimmed,V;PST,@+med,Irregular
3,10067,hem,hemmed,V;PST,@+med,Irregular
4,10068,trim,trimmed,V;PST,@+med,Irregular
5,10069,bum,bummed,V;PST,@+med,Irregular
6,10070,slam,slammed,V;PST,@+med,Irregular
7,10071,slim,slimmed,V;PST,@+med,Irregular
8,10072,sham,shammed,V;PST,@+med,Irregular
9,10073,clam,clammed,V;PST,@+med,Irregular
10,10074,ram,rammed,V;PST,@+med,Irregular
11,10075,stem,stemmed,V;PST,@+med,Irregular
12,10076,ham,hammed,V;PST,@+med,Irregular
13,10077,jam,jammed,V;PST,@+med,Irregular
14,10078,skim,skimmed,V;PST,@+med,Irregular
15,10079,lam,lammed,V;PST,@+med,Irregular
16,10080,scram,scrammed,V;PST,@+med,Irregular
17,10081,thrum,thrummed,V;PST,@+med,Irregular
18,10082,cram,crammed,V;PST,@+med,Irregular
19,10083,dam,dammed,V;PST,@+med,Irregular
0,10084,tin,tinned,V;PST,@+ned,Irregular
1,10085,sun,sunned,V;PST,@+ned,Irregular
2,10086,plan,planned,V;PST,@+ned,Irregular
3,10087,sin,sinned,V;PST,@+ned,Irregular
4,10088,tan,tanned,V;PST,@+ned,Irregular
5,10089,skin,skinned,V;PST,@+ned,Irregular
6,10090,con,conned,V;PST,@+ned,Irregular
7,10091,japan,japanned,V;PST,@+ned,Irregular
8,10092,twin,twinned,V;PST,@+ned,Irregular
9,10093,outspan,outspanned,V;PST,@+ned,Irregular
10,10094,inspan,inspanned,V;PST,@+ned,Irregular
11,10095,shin,shinned,V;PST,@+ned,Irregular
12,10096,rosin,rosinned,V;PST,@+ned,Irregular
13,10097,pen,penned,V;PST,@+ned,Irregular
14,10098,span,spanned,V;PST,@+ned,Irregular
15,10099,ken,kenned,V;PST,@+ned,Irregular
16,10100,shun,shunned,V;PST,@+ned,Irregular
17,10101,scan,scanned,V;PST,@+ned,Irregular
18,10102,pun,punned,V;PST,@+ned,Irregular
19,10103,man,manned,V;PST,@+ned,Irregular
0,10104,ship,shipped,V;PST,@+ped,Irregular
1,10105,transship,transshipped,V;PST,@+ped,Irregular
2,10106,scrap,scrapped,V;PST,@+ped,Irregular
3,10107,grip,gripped,V;PST,@+ped,Irregular
4,10108,drop,dropped,V;PST,@+ped,Irregular
5,10109,eavesdrop,eavesdropped,V;PST,@+ped,Irregular
6,10110,sop,sopped,V;PST,@+ped,Irregular
7,10111,nip,nipped,V;PST,@+ped,Irregular
8,10112,namedrop,namedropped,V;PST,@+ped,Irregular
9,10113,stop,stopped,V;PST,@+ped,Irregular
10,10114,trip,tripped,V;PST,@+ped,Irregular
11,10115,worship,worshipped,V;PST,@+ped,Irregular
12,10116,crop,cropped,V;PST,@+ped,Irregular
13,10117,yap,yapped,V;PST,@+ped,Irregular
14,10118,snap,snapped,V;PST,@+ped,Irregular
15,10119,top,topped,V;PST,@+ped,Irregular
16,10120,sup,supped,V;PST,@+ped,Irregular
17,10121,kidnap,kidnapped,V;PST,@+ped,Irregular
18,10122,hedgehop,hedgehopped,V;PST,@+ped,Irregular
19,10123,snip,snipped,V;PST,@+ped,Irregular
0,10124,confer,conferred,V;PST,@+red,Irregular
1,10125,fur,furred,V;PST,@+red,Irregular
2,10126,concur,concurred,V;PST,@+red,Irregular
3,10127,scar,scarred,V;PST,@+red,Irregular
4,10128,bestir,bestirred,V;PST,@+red,Irregular
5,10129,infer,inferred,V;PST,@+red,Irregular
6,10130,inter,interred,V;PST,@+red,Irregular
7,10131,deter,deterred,V;PST,@+red,Irregular
8,10132,transfer,transferred,V;PST,@+red,Irregular
9,10133,unbar,unbarred,V;PST,@+red,Irregular
10,10134,prefer,preferred,V;PST,@+red,Irregular
11,10135,jar,jarred,V;PST,@+red,Irregular
12,10136,incur,incurred,V;PST,@+red,Irregular
13,10137,defer,deferred,V;PST,@+red,Irregular
14,10138,disbar,disbarred,V;PST,@+red,Irregular
15,10139,recur,recurred,V;PST,@+red,Irregular
16,10140,mar,marred,V;PST,@+red,Irregular
17,10141,tar,tarred,V;PST,@+red,Irregular
18,10142,spar,sparred,V;PST,@+red,Irregular
19,10143,disinter,disinterred,V;PST,@+red,Irregular
0,10144,nonplus,nonplussed,V;PST,@+sed,Irregular
1,10145,bias,biassed,V;PST,@+sed,Irregular
2,10146,gas,gassed,V;PST,@+sed,Irregular
0,10147,slot,slotted,V;PST,@+ted,Irregular
1,10148,counterplot,counterplotted,V;PST,@+ted,Irregular
2,10149,spit,spitted,V;PST,@+ted,Irregular
3,10150,manumit,manumitted,V;PST,@+ted,Irregular
4,10151,inset,insetted,V;PST,@+ted,Irregular
5,10152,regret,regretted,V;PST,@+ted,Irregular
6,10153,rut,rutted,V;PST,@+ted,Irregular
7,10154,shit,shitted,V;PST,@+ted,Irregular
8,10155,foxtrot,foxtrotted,V;PST,@+ted,Irregular
9,10156,permit,permitted,V;PST,@+ted,Irregular
10,10157,squat,squatted,V;PST,@+ted,Irregular
11,10158,glut,glutted,V;PST,@+ted,Irregular
12,10159,rat,ratted,V;PST,@+ted,Irregular
13,10160,bat,batted,V;PST,@+ted,Irregular
14,10161,stet,stetted,V;PST,@+ted,Irregular
15,10162,abet,abetted,V;PST,@+ted,Irregular
16,10163,bullshit,bullshitted,V;PST,@+ted,Irregular
17,10164,repot,repotted,V;PST,@+ted,Irregular
18,10165,hut,hutted,V;PST,@+ted,Irregular
19,10166,swat,swatted,V;PST,@+ted,Irregular
