,index,root,inflection,tag,rule,reg
7524,7524,abnegate,abnegating,V;V.PTCP;PRS,-e+ing,Irregular
7525,7525,virialise,virialising,V;V.PTCP;PRS,-e+ing,Irregular
7527,7527,holloa,holloaing,V;V.PTCP;PRS,+ing,Regular
7529,7529,thicken,thickening,V;V.PTCP;PRS,+ing,Regular
7531,7531,earthscape,earthscaping,V;V.PTCP;PRS,-e+ing,Irregular
7538,7538,cannibalize,cannibalizing,V;V.PTCP;PRS,-e+ing,Irregular
7539,7539,arbitrate,arbitrating,V;V.PTCP;PRS,-e+ing,Irregular
7545,7545,pomade,pomading,V;V.PTCP;PRS,-e+ing,Irregular
7547,7547,bepuff,bepuffing,V;V.PTCP;PRS,+ing,Regular
7548,7548,luster,lustering,V;V.PTCP;PRS,+ing,Regular
7555,7555,unhat,unhatting,V;V.PTCP;PRS,double spell,Irregular
7557,7557,definitize,definitizing,V;V.PTCP;PRS,-e+ing,Irregular
7558,7558,underput,underputting,V;V.PTCP;PRS,double spell,Irregular
7561,7561,denotate,denotating,V;V.PTCP;PRS,-e+ing,Irregular
7571,7571,conservatise,conservatising,V;V.PTCP;PRS,-e+ing,Irregular
7573,7573,instamp,instamping,V;V.PTCP;PRS,+ing,Regular
7574,7574,embark,embarking,V;V.PTCP;PRS,+ing,Regular
7578,7578,sext,sexting,V;V.PTCP;PRS,+ing,Regular
7597,7597,unsecularize,unsecularizing,V;V.PTCP;PRS,-e+ing,Irregular
7600,7600,rankshift,rankshifting,V;V.PTCP;PRS,+ing,Regular
7603,7603,outclimb,outclimbing,V;V.PTCP;PRS,+ing,Regular
7607,7607,entre,entring,V;V.PTCP;PRS,-e+ing,Irregular
7608,7608,parachute,parachuting,V;V.PTCP;PRS,-e+ing,Irregular
7611,7611,dom,domming,V;V.PTCP;PRS,double spell,Irregular
7615,7615,air-freight,air-freighting,V;V.PTCP;PRS,+ing,Regular
7616,7616,overview,overviewing,V;V.PTCP;PRS,+ing,Regular
7627,7627,delay,delaying,V;V.PTCP;PRS,+ing,Regular
7629,7629,green,greening,V;V.PTCP;PRS,+ing,Regular
7632,7632,mart,marting,V;V.PTCP;PRS,+ing,Regular
7635,7635,flush,flushing,V;V.PTCP;PRS,+ing,Regular
7636,7636,tassel,tasselling,V;V.PTCP;PRS,double spell,Irregular
7637,7637,interbed,interbedding,V;V.PTCP;PRS,double spell,Irregular
7641,7641,presuppose,presupposing,V;V.PTCP;PRS,-e+ing,Irregular
7644,7644,trailer,trailering,V;V.PTCP;PRS,+ing,Regular
7647,7647,term,terming,V;V.PTCP;PRS,+ing,Regular
7649,7649,outburst,outbursting,V;V.PTCP;PRS,+ing,Regular
7654,7654,ensearch,ensearching,V;V.PTCP;PRS,+ing,Regular
7659,7659,sulfur,sulfuring,V;V.PTCP;PRS,+ing,Regular
7660,7660,double-dip,double-dipping,V;V.PTCP;PRS,double spell,Irregular
7664,7664,souse,sousing,V;V.PTCP;PRS,-e+ing,Irregular
7687,7687,collaborate,collaborating,V;V.PTCP;PRS,-e+ing,Irregular
7690,7690,restation,restationing,V;V.PTCP;PRS,+ing,Regular
7696,7696,misarrange,misarranging,V;V.PTCP;PRS,-e+ing,Irregular
7707,7707,retranslate,retranslating,V;V.PTCP;PRS,-e+ing,Irregular
7708,7708,brainwash,brainwashing,V;V.PTCP;PRS,+ing,Regular
7710,7710,forweary,forwearying,V;V.PTCP;PRS,+ing,Regular
7712,7712,infant,infanting,V;V.PTCP;PRS,+ing,Regular
7714,7714,propel,propelling,V;V.PTCP;PRS,double spell,Irregular
7715,7715,cowboy,cowboying,V;V.PTCP;PRS,+ing,Regular
7718,7718,copromote,copromoting,V;V.PTCP;PRS,-e+ing,Irregular
7719,7719,espy,espying,V;V.PTCP;PRS,+ing,Regular
7721,7721,tylerize,tylerizing,V;V.PTCP;PRS,-e+ing,Irregular
7747,7747,forwake,forwaking,V;V.PTCP;PRS,-e+ing,Irregular
7756,7756,coëxist,coëxisting,V;V.PTCP;PRS,+ing,Regular
7762,7762,foreconsider,foreconsidering,V;V.PTCP;PRS,+ing,Regular
7767,7767,splinter,splintering,V;V.PTCP;PRS,+ing,Regular
7775,7775,acquihire,acquihiring,V;V.PTCP;PRS,-e+ing,Irregular
7779,7779,reprobate,reprobating,V;V.PTCP;PRS,-e+ing,Irregular
7783,7783,reimport,reimporting,V;V.PTCP;PRS,+ing,Regular
7784,7784,interess,interessing,V;V.PTCP;PRS,+ing,Regular
7786,7786,deplete,depleting,V;V.PTCP;PRS,-e+ing,Irregular
7787,7787,collateralize,collateralizing,V;V.PTCP;PRS,-e+ing,Irregular
7789,7789,consonantize,consonantizing,V;V.PTCP;PRS,-e+ing,Irregular
7792,7792,disbind,disbinding,V;V.PTCP;PRS,+ing,Regular
7794,7794,merit,meriting,V;V.PTCP;PRS,+ing,Regular
7801,7801,wince,wincing,V;V.PTCP;PRS,-e+ing,Irregular
7804,7804,proin,proining,V;V.PTCP;PRS,+ing,Regular
7806,7806,upbray,upbraying,V;V.PTCP;PRS,+ing,Regular
7816,7816,chunter,chuntering,V;V.PTCP;PRS,+ing,Regular
7817,7817,glair,glairing,V;V.PTCP;PRS,+ing,Regular
7825,7825,choose,choosing,V;V.PTCP;PRS,-e+ing,Irregular
7828,7828,suppute,supputing,V;V.PTCP;PRS,-e+ing,Irregular
7836,7836,rejoint,rejointing,V;V.PTCP;PRS,+ing,Regular
7841,7841,overlock,overlocking,V;V.PTCP;PRS,+ing,Regular
7857,7857,descant,descanting,V;V.PTCP;PRS,+ing,Regular
7860,7860,off,offing,V;V.PTCP;PRS,+ing,Regular
7861,7861,hadronise,hadronising,V;V.PTCP;PRS,-e+ing,Irregular
7867,7867,burr,burring,V;V.PTCP;PRS,+ing,Regular
7875,7875,entwist,entwisting,V;V.PTCP;PRS,+ing,Regular
7880,7880,backroll,backrolling,V;V.PTCP;PRS,+ing,Regular
7882,7882,enfeoff,enfeoffing,V;V.PTCP;PRS,+ing,Regular
7884,7884,judg,judging,V;V.PTCP;PRS,+ing,Regular
7887,7887,exauctorate,exauctorating,V;V.PTCP;PRS,-e+ing,Irregular
7891,7891,depoetize,depoetizing,V;V.PTCP;PRS,-e+ing,Irregular
7894,7894,emote,emoting,V;V.PTCP;PRS,-e+ing,Irregular
7895,7895,beprose,beprosing,V;V.PTCP;PRS,-e+ing,Irregular
7899,7899,nobble,nobbling,V;V.PTCP;PRS,-e+ing,Irregular
7907,7907,refurl,refurling,V;V.PTCP;PRS,+ing,Regular
7910,7910,vulgarise,vulgarising,V;V.PTCP;PRS,-e+ing,Irregular
7914,7914,engild,engilding,V;V.PTCP;PRS,+ing,Regular
7932,7932,titrate,titrating,V;V.PTCP;PRS,-e+ing,Irregular
7937,7937,traffick,trafficking,V;V.PTCP;PRS,+ing,Regular
7938,7938,disguise,disguising,V;V.PTCP;PRS,-e+ing,Irregular
7939,7939,appetize,appetizing,V;V.PTCP;PRS,-e+ing,Irregular
7943,7943,hypostasize,hypostasizing,V;V.PTCP;PRS,-e+ing,Irregular
7948,7948,misconjugate,misconjugating,V;V.PTCP;PRS,-e+ing,Irregular
7954,7954,defoam,defoaming,V;V.PTCP;PRS,+ing,Regular
7956,7956,double-bluff,double-bluffing,V;V.PTCP;PRS,+ing,Regular
7960,7960,uninstall,uninstalling,V;V.PTCP;PRS,+ing,Regular
7972,7972,toady,toadying,V;V.PTCP;PRS,+ing,Regular
7977,7977,ammo,ammoing,V;V.PTCP;PRS,+ing,Regular
7980,7980,rematerialize,rematerializing,V;V.PTCP;PRS,-e+ing,Irregular
7983,7983,shi'ify,shi'ifying,V;V.PTCP;PRS,+ing,Regular
7987,7987,misguess,misguessing,V;V.PTCP;PRS,+ing,Regular
8005,8005,hypothecate,hypothecating,V;V.PTCP;PRS,-e+ing,Irregular
8008,8008,outwrest,outwresting,V;V.PTCP;PRS,+ing,Regular
8016,8016,scream,screaming,V;V.PTCP;PRS,+ing,Regular
8023,8023,devolatilize,devolatilizing,V;V.PTCP;PRS,-e+ing,Irregular
8024,8024,overcount,overcounting,V;V.PTCP;PRS,+ing,Regular
8029,8029,brisk,brisking,V;V.PTCP;PRS,+ing,Regular
8036,8036,feck,fecking,V;V.PTCP;PRS,+ing,Regular
8046,8046,sloganeer,sloganeering,V;V.PTCP;PRS,+ing,Regular
8048,8048,overcentralize,overcentralizing,V;V.PTCP;PRS,-e+ing,Irregular
8053,8053,bombinate,bombinating,V;V.PTCP;PRS,-e+ing,Irregular
8059,8059,segway,segwaying,V;V.PTCP;PRS,+ing,Regular
8060,8060,chin,chinning,V;V.PTCP;PRS,double spell,Irregular
8070,8070,excecate,excecating,V;V.PTCP;PRS,-e+ing,Irregular
8071,8071,divulgate,divulgating,V;V.PTCP;PRS,-e+ing,Irregular
8082,8082,glout,glouting,V;V.PTCP;PRS,+ing,Regular
8085,8085,catnap,catnapping,V;V.PTCP;PRS,double spell,Irregular
8086,8086,saturate,saturating,V;V.PTCP;PRS,-e+ing,Irregular
8087,8087,shvitz,shvitzing,V;V.PTCP;PRS,+ing,Regular
8089,8089,bootstrap,bootstrapping,V;V.PTCP;PRS,double spell,Irregular
8091,8091,sadducize,sadducizing,V;V.PTCP;PRS,-e+ing,Irregular
8093,8093,soothsay,soothsaying,V;V.PTCP;PRS,+ing,Regular
8104,8104,inaugur,inauguring,V;V.PTCP;PRS,+ing,Regular
8113,8113,pound,pounding,V;V.PTCP;PRS,+ing,Regular
8115,8115,chouse,chousing,V;V.PTCP;PRS,-e+ing,Irregular
8117,8117,over-educate,over-educating,V;V.PTCP;PRS,-e+ing,Irregular
8118,8118,left-click,left-clicking,V;V.PTCP;PRS,+ing,Regular
8121,8121,emit,emitting,V;V.PTCP;PRS,double spell,Irregular
8129,8129,geolocalise,geolocalising,V;V.PTCP;PRS,-e+ing,Irregular
8142,8142,consequence,consequencing,V;V.PTCP;PRS,-e+ing,Irregular
8144,8144,uphilt,uphilting,V;V.PTCP;PRS,+ing,Regular
8148,8148,tattle,tattling,V;V.PTCP;PRS,-e+ing,Irregular
8150,8150,bedrug,bedrugging,V;V.PTCP;PRS,double spell,Irregular
8151,8151,reblossom,reblossoming,V;V.PTCP;PRS,+ing,Regular
8153,8153,backslap,backslapping,V;V.PTCP;PRS,double spell,Irregular
8154,8154,hydrogenize,hydrogenizing,V;V.PTCP;PRS,-e+ing,Irregular
8156,8156,corrival,corrivalling,V;V.PTCP;PRS,double spell,Irregular
8166,8166,prediscover,prediscovering,V;V.PTCP;PRS,+ing,Regular
8177,8177,deeky,deekyin,V;V.PTCP;PRS,special,Irregular
8185,8185,discommodate,discommodating,V;V.PTCP;PRS,-e+ing,Irregular
8192,8192,loam,loaming,V;V.PTCP;PRS,+ing,Regular
8198,8198,rather,rathering,V;V.PTCP;PRS,+ing,Regular
8201,8201,outfeat,outfeating,V;V.PTCP;PRS,+ing,Regular
8202,8202,rich,riching,V;V.PTCP;PRS,+ing,Regular
8205,8205,overstress,overstressing,V;V.PTCP;PRS,+ing,Regular
8213,8213,downlight,downlighting,V;V.PTCP;PRS,+ing,Regular
8222,8222,recontact,recontacting,V;V.PTCP;PRS,+ing,Regular
8224,8224,overemphasize,overemphasizing,V;V.PTCP;PRS,-e+ing,Irregular
8229,8229,unhappen,unhappening,V;V.PTCP;PRS,+ing,Regular
8230,8230,overstraw,overstrawing,V;V.PTCP;PRS,+ing,Regular
8233,8233,emblossom,emblossoming,V;V.PTCP;PRS,+ing,Regular
8237,8237,marver,marvering,V;V.PTCP;PRS,+ing,Regular
8246,8246,opsonise,opsonising,V;V.PTCP;PRS,-e+ing,Irregular
8251,8251,miscreate,miscreating,V;V.PTCP;PRS,-e+ing,Irregular
8259,8259,beflower,beflowering,V;V.PTCP;PRS,+ing,Regular
8272,8272,huzza,huzzaing,V;V.PTCP;PRS,+ing,Regular
8275,8275,admonish,admonishing,V;V.PTCP;PRS,+ing,Regular
8277,8277,bestir,bestirring,V;V.PTCP;PRS,double spell,Irregular
8292,8292,sympathise,sympathising,V;V.PTCP;PRS,-e+ing,Irregular
8298,8298,danicize,danicizing,V;V.PTCP;PRS,-e+ing,Irregular
8300,8300,unbowel,unbowelling,V;V.PTCP;PRS,double spell,Irregular
8308,8308,counterbore,counterboring,V;V.PTCP;PRS,-e+ing,Irregular
8320,8320,phosphorise,phosphorising,V;V.PTCP;PRS,-e+ing,Irregular
8337,8337,plaister,plaistering,V;V.PTCP;PRS,+ing,Regular
8339,8339,sheriff,sheriffing,V;V.PTCP;PRS,+ing,Regular
8344,8344,whistle-blow,whistle-blowing,V;V.PTCP;PRS,+ing,Regular
8349,8349,betoil,betoiling,V;V.PTCP;PRS,+ing,Regular
8350,8350,teutonicize,teutonicizing,V;V.PTCP;PRS,-e+ing,Irregular
8352,8352,scomfish,scomfishing,V;V.PTCP;PRS,+ing,Regular
8353,8353,foind,foinding,V;V.PTCP;PRS,+ing,Regular
8367,8367,bald,balding,V;V.PTCP;PRS,+ing,Regular
8370,8370,effect,effecting,V;V.PTCP;PRS,+ing,Regular
8372,8372,shend,shending,V;V.PTCP;PRS,+ing,Regular
8378,8378,pip,pipping,V;V.PTCP;PRS,double spell,Irregular
8380,8380,crowd,crowding,V;V.PTCP;PRS,+ing,Regular
8382,8382,jingle,jingling,V;V.PTCP;PRS,-e+ing,Irregular
8395,8395,obtain,obtaining,V;V.PTCP;PRS,+ing,Regular
8399,8399,cowpool,cowpooling,V;V.PTCP;PRS,+ing,Regular
8404,8404,deflate,deflating,V;V.PTCP;PRS,-e+ing,Irregular
8405,8405,foreadvise,foreadvising,V;V.PTCP;PRS,-e+ing,Irregular
8409,8409,dunt,dunting,V;V.PTCP;PRS,+ing,Regular
8414,8414,river,rivering,V;V.PTCP;PRS,+ing,Regular
8420,8420,circumference,circumferencing,V;V.PTCP;PRS,-e+ing,Irregular
8425,8425,glint,glinting,V;V.PTCP;PRS,+ing,Regular
8428,8428,overburden,overburdening,V;V.PTCP;PRS,+ing,Regular
8429,8429,overpeer,overpeering,V;V.PTCP;PRS,+ing,Regular
8432,8432,state,stating,V;V.PTCP;PRS,-e+ing,Irregular
8436,8436,reupholster,reupholstering,V;V.PTCP;PRS,+ing,Regular
8439,8439,hereticate,hereticating,V;V.PTCP;PRS,-e+ing,Irregular
8441,8441,amind,aminding,V;V.PTCP;PRS,+ing,Regular
8445,8445,interview,interviewing,V;V.PTCP;PRS,+ing,Regular
8451,8451,garrot,garroting,V;V.PTCP;PRS,+ing,Regular
8455,8455,bump,bumping,V;V.PTCP;PRS,+ing,Regular
8468,8468,twizzle,twizzling,V;V.PTCP;PRS,-e+ing,Irregular
8471,8471,morph,morphing,V;V.PTCP;PRS,+ing,Regular
8483,8483,ope,oping,V;V.PTCP;PRS,-e+ing,Irregular
8485,8485,irrigate,irrigating,V;V.PTCP;PRS,-e+ing,Irregular
8487,8487,tube,tubing,V;V.PTCP;PRS,-e+ing,Irregular
8494,8494,endower,endowering,V;V.PTCP;PRS,+ing,Regular
8495,8495,stonify,stonifying,V;V.PTCP;PRS,+ing,Regular
8498,8498,floorboard,floorboarding,V;V.PTCP;PRS,+ing,Regular
8503,8503,interbreed,interbreeding,V;V.PTCP;PRS,+ing,Regular
8508,8508,unct,uncting,V;V.PTCP;PRS,+ing,Regular
8511,8511,alibi,alibiing,V;V.PTCP;PRS,+ing,Regular
8519,8519,strange,stranging,V;V.PTCP;PRS,-e+ing,Irregular
8521,8521,collor,colloring,V;V.PTCP;PRS,+ing,Regular
8528,8528,depart,departing,V;V.PTCP;PRS,+ing,Regular
8534,8534,off-gas,off-gassing,V;V.PTCP;PRS,double spell,Irregular
8551,8551,overcrowd,overcrowding,V;V.PTCP;PRS,+ing,Regular
8552,8552,gib,gibbing,V;V.PTCP;PRS,double spell,Irregular
8556,8556,slike,sliking,V;V.PTCP;PRS,-e+ing,Irregular
8558,8558,desecate,desecating,V;V.PTCP;PRS,-e+ing,Irregular
8559,8559,stake,staking,V;V.PTCP;PRS,-e+ing,Irregular
8560,8560,emborder,embordering,V;V.PTCP;PRS,+ing,Regular
8563,8563,sextate,sextating,V;V.PTCP;PRS,-e+ing,Irregular
8569,8569,sweep,sweeping,V;V.PTCP;PRS,+ing,Regular
8580,8580,overmeddle,overmeddling,V;V.PTCP;PRS,-e+ing,Irregular
8584,8584,recategorise,recategorising,V;V.PTCP;PRS,-e+ing,Irregular
8585,8585,deliquiate,deliquiating,V;V.PTCP;PRS,-e+ing,Irregular
8592,8592,prophetize,prophetizing,V;V.PTCP;PRS,-e+ing,Irregular
8593,8593,trickle,trickling,V;V.PTCP;PRS,-e+ing,Irregular
8597,8597,linger,lingering,V;V.PTCP;PRS,+ing,Regular
8608,8608,overmix,overmixing,V;V.PTCP;PRS,+ing,Regular
8609,8609,debrand,debranding,V;V.PTCP;PRS,+ing,Regular
8614,8614,overhele,overheling,V;V.PTCP;PRS,-e+ing,Irregular
8621,8621,spurgall,spurgalling,V;V.PTCP;PRS,+ing,Regular
8632,8632,japanize,japanizing,V;V.PTCP;PRS,-e+ing,Irregular
8635,8635,atrophy,atrophying,V;V.PTCP;PRS,+ing,Regular
8642,8642,indenizen,indenizening,V;V.PTCP;PRS,+ing,Regular
8645,8645,bless,blessing,V;V.PTCP;PRS,+ing,Regular
8647,8647,mozy,mozying,V;V.PTCP;PRS,+ing,Regular
8649,8649,roughen,roughening,V;V.PTCP;PRS,+ing,Regular
8653,8653,haplologise,haplologising,V;V.PTCP;PRS,-e+ing,Irregular
8654,8654,defeudalize,defeudalizing,V;V.PTCP;PRS,-e+ing,Irregular
8659,8659,glottalise,glottalising,V;V.PTCP;PRS,-e+ing,Irregular
8661,8661,exculpate,exculpating,V;V.PTCP;PRS,-e+ing,Irregular
8675,8675,compile,compiling,V;V.PTCP;PRS,-e+ing,Irregular
8681,8681,reclaim,reclaiming,V;V.PTCP;PRS,+ing,Regular
8682,8682,gaw,gawing,V;V.PTCP;PRS,+ing,Regular
8684,8684,bulb,bulbing,V;V.PTCP;PRS,+ing,Regular
8685,8685,curate,curating,V;V.PTCP;PRS,-e+ing,Irregular
8691,8691,streamline,streamlining,V;V.PTCP;PRS,-e+ing,Irregular
8703,8703,recumb,recumbing,V;V.PTCP;PRS,+ing,Regular
8704,8704,cicatrize,cicatrizing,V;V.PTCP;PRS,-e+ing,Irregular
8705,8705,checkpoint,checkpointing,V;V.PTCP;PRS,+ing,Regular
8718,8718,lurv,lurving,V;V.PTCP;PRS,+ing,Regular
8736,8736,scrimshaw,scrimshawing,V;V.PTCP;PRS,+ing,Regular
8738,8738,debug,debugging,V;V.PTCP;PRS,double spell,Irregular
8746,8746,unpaint,unpainting,V;V.PTCP;PRS,+ing,Regular
8749,8749,screak,screaking,V;V.PTCP;PRS,+ing,Regular
8755,8755,unlearn,unlearning,V;V.PTCP;PRS,+ing,Regular
8759,8759,inbuild,inbuilding,V;V.PTCP;PRS,+ing,Regular
8762,8762,hode,hoding,V;V.PTCP;PRS,-e+ing,Irregular
8763,8763,fansub,fansubbing,V;V.PTCP;PRS,double spell,Irregular
8764,8764,gleen,gleening,V;V.PTCP;PRS,+ing,Regular
8766,8766,decolour,decolouring,V;V.PTCP;PRS,+ing,Regular
8767,8767,frumple,frumpling,V;V.PTCP;PRS,-e+ing,Irregular
8773,8773,reboard,reboarding,V;V.PTCP;PRS,+ing,Regular
8774,8774,unblock,unblocking,V;V.PTCP;PRS,+ing,Regular
8782,8782,rewarm,rewarming,V;V.PTCP;PRS,+ing,Regular
8790,8790,arsenicate,arsenicating,V;V.PTCP;PRS,-e+ing,Irregular
8798,8798,tabularize,tabularizing,V;V.PTCP;PRS,-e+ing,Irregular
8801,8801,besmear,besmearing,V;V.PTCP;PRS,+ing,Regular
8804,8804,ruff,ruffing,V;V.PTCP;PRS,+ing,Regular
8808,8808,fortify,fortifying,V;V.PTCP;PRS,+ing,Regular
8812,8812,delegitimatise,delegitimatising,V;V.PTCP;PRS,-e+ing,Irregular
8814,8814,master,mastering,V;V.PTCP;PRS,+ing,Regular
8821,8821,maternalise,maternalising,V;V.PTCP;PRS,-e+ing,Irregular
8823,8823,jade,jading,V;V.PTCP;PRS,-e+ing,Irregular
8830,8830,fluctuate,fluctuating,V;V.PTCP;PRS,-e+ing,Irregular
8834,8834,nitrify,nitrifying,V;V.PTCP;PRS,+ing,Regular
8839,8839,conduct,conducting,V;V.PTCP;PRS,+ing,Regular
8840,8840,eavesdrop,eavesdropping,V;V.PTCP;PRS,double spell,Irregular
8850,8850,sulphurate,sulphurating,V;V.PTCP;PRS,-e+ing,Irregular
8852,8852,texture,texturing,V;V.PTCP;PRS,-e+ing,Irregular
8854,8854,something,somethinging,V;V.PTCP;PRS,+ing,Regular
8855,8855,interpledge,interpledging,V;V.PTCP;PRS,-e+ing,Irregular
8856,8856,underfang,underfanging,V;V.PTCP;PRS,+ing,Regular
8861,8861,priss,prissing,V;V.PTCP;PRS,+ing,Regular
8865,8865,pyrograph,pyrographing,V;V.PTCP;PRS,+ing,Regular
8866,8866,fend,fending,V;V.PTCP;PRS,+ing,Regular
8869,8869,pretermit,pretermitting,V;V.PTCP;PRS,double spell,Irregular
8871,8871,contextualize,contextualizing,V;V.PTCP;PRS,-e+ing,Irregular
8877,8877,tier,tiering,V;V.PTCP;PRS,+ing,Regular
8882,8882,dissipate,dissipating,V;V.PTCP;PRS,-e+ing,Irregular
8895,8895,bull,bulling,V;V.PTCP;PRS,+ing,Regular
8904,8904,recoat,recoating,V;V.PTCP;PRS,+ing,Regular
8909,8909,re-organize,re-organizing,V;V.PTCP;PRS,-e+ing,Irregular
8910,8910,front-load,front-loading,V;V.PTCP;PRS,+ing,Regular
8924,8924,obumbrate,obumbrating,V;V.PTCP;PRS,-e+ing,Irregular
8943,8943,monologize,monologizing,V;V.PTCP;PRS,-e+ing,Irregular
8948,8948,forslowth,forslowthing,V;V.PTCP;PRS,+ing,Regular
8951,8951,slum,slumming,V;V.PTCP;PRS,double spell,Irregular
8952,8952,hight,highting,V;V.PTCP;PRS,+ing,Regular
8958,8958,pipet,pipetting,V;V.PTCP;PRS,double spell,Irregular
8959,8959,incandesce,incandescing,V;V.PTCP;PRS,-e+ing,Irregular
8961,8961,keelhaul,keelhauling,V;V.PTCP;PRS,+ing,Regular
8963,8963,gong,gonging,V;V.PTCP;PRS,+ing,Regular
8973,8973,flutter,fluttering,V;V.PTCP;PRS,+ing,Regular
8974,8974,retroreflect,retroreflecting,V;V.PTCP;PRS,+ing,Regular
8981,8981,overstrain,overstraining,V;V.PTCP;PRS,+ing,Regular
8983,8983,refit,refitting,V;V.PTCP;PRS,double spell,Irregular
8993,8993,strapple,strappling,V;V.PTCP;PRS,-e+ing,Irregular
8994,8994,attain,attaining,V;V.PTCP;PRS,+ing,Regular
8995,8995,rebreathe,rebreathing,V;V.PTCP;PRS,-e+ing,Irregular
8998,8998,enthrall,enthralling,V;V.PTCP;PRS,+ing,Regular
9000,9000,interleave,interleaving,V;V.PTCP;PRS,-e+ing,Irregular
9004,9004,essoin,essoining,V;V.PTCP;PRS,+ing,Regular
9005,9005,dally,dallying,V;V.PTCP;PRS,+ing,Regular
9007,9007,machete,macheting,V;V.PTCP;PRS,-e+ing,Irregular
9008,9008,kraal,kraaling,V;V.PTCP;PRS,+ing,Regular
9012,9012,muslimize,muslimizing,V;V.PTCP;PRS,-e+ing,Irregular
9018,9018,phantomize,phantomizing,V;V.PTCP;PRS,-e+ing,Irregular
9024,9024,inthrone,inthroning,V;V.PTCP;PRS,-e+ing,Irregular
9027,9027,dosado,dosadoing,V;V.PTCP;PRS,+ing,Regular
9029,9029,cadence,cadencing,V;V.PTCP;PRS,-e+ing,Irregular
9032,9032,collodionize,collodionizing,V;V.PTCP;PRS,-e+ing,Irregular
9037,9037,flagitate,flagitating,V;V.PTCP;PRS,-e+ing,Irregular
9044,9044,immunodetect,immunodetecting,V;V.PTCP;PRS,+ing,Regular
9056,9056,betall,betalling,V;V.PTCP;PRS,+ing,Regular
9068,9068,recoup,recouping,V;V.PTCP;PRS,+ing,Regular
9089,9089,buckler,bucklering,V;V.PTCP;PRS,+ing,Regular
9106,9106,recrumple,recrumpling,V;V.PTCP;PRS,-e+ing,Irregular
9115,9115,jacket,jacketing,V;V.PTCP;PRS,+ing,Regular
9139,9139,mildewproof,mildewproofing,V;V.PTCP;PRS,+ing,Regular
9141,9141,ayield,ayielding,V;V.PTCP;PRS,+ing,Regular
9145,9145,disheir,disheiring,V;V.PTCP;PRS,+ing,Regular
9152,9152,procrastine,procrastining,V;V.PTCP;PRS,-e+ing,Irregular
9157,9157,unshape,unshaping,V;V.PTCP;PRS,-e+ing,Irregular
9161,9161,counterseal,countersealing,V;V.PTCP;PRS,+ing,Regular
9165,9165,outswear,outswearing,V;V.PTCP;PRS,+ing,Regular
9175,9175,disarray,disarraying,V;V.PTCP;PRS,+ing,Regular
9179,9179,fasciate,fasciating,V;V.PTCP;PRS,-e+ing,Irregular
9181,9181,velarise,velarising,V;V.PTCP;PRS,-e+ing,Irregular
9186,9186,overprotect,overprotecting,V;V.PTCP;PRS,+ing,Regular
9188,9188,dumbfound,dumbfounding,V;V.PTCP;PRS,+ing,Regular
9189,9189,oar,oaring,V;V.PTCP;PRS,+ing,Regular
9190,9190,dequantize,dequantizing,V;V.PTCP;PRS,-e+ing,Irregular
9198,9198,deprecate,deprecating,V;V.PTCP;PRS,-e+ing,Irregular
9208,9208,sync,syncing,V;V.PTCP;PRS,+ing,Regular
9219,9219,rehire,rehiring,V;V.PTCP;PRS,-e+ing,Irregular
9220,9220,alphabetise,alphabetising,V;V.PTCP;PRS,-e+ing,Irregular
9225,9225,convect,convecting,V;V.PTCP;PRS,+ing,Regular
9232,9232,periclitate,periclitating,V;V.PTCP;PRS,-e+ing,Irregular
9233,9233,taxonomize,taxonomizing,V;V.PTCP;PRS,-e+ing,Irregular
9242,9242,ballyrag,ballyragging,V;V.PTCP;PRS,double spell,Irregular
9250,9250,hellenize,hellenizing,V;V.PTCP;PRS,-e+ing,Irregular
9255,9255,xerocopy,xerocopying,V;V.PTCP;PRS,+ing,Regular
9259,9259,macadamize,macadamizing,V;V.PTCP;PRS,-e+ing,Irregular
9265,9265,lollop,lolloping,V;V.PTCP;PRS,+ing,Regular
9266,9266,multiload,multiloading,V;V.PTCP;PRS,+ing,Regular
9269,9269,headline,headlining,V;V.PTCP;PRS,-e+ing,Irregular
9279,9279,stereotype,stereotyping,V;V.PTCP;PRS,-e+ing,Irregular
9294,9294,tolash,tolashing,V;V.PTCP;PRS,+ing,Regular
9299,9299,cathect,cathecting,V;V.PTCP;PRS,+ing,Regular
9305,9305,cross-train,cross-training,V;V.PTCP;PRS,+ing,Regular
9311,9311,mislike,misliking,V;V.PTCP;PRS,-e+ing,Irregular
9314,9314,underexaggerate,underexaggerating,V;V.PTCP;PRS,-e+ing,Irregular
9324,9324,premix,premixing,V;V.PTCP;PRS,+ing,Regular
9338,9338,commeasure,commeasuring,V;V.PTCP;PRS,-e+ing,Irregular
9341,9341,wad,wadding,V;V.PTCP;PRS,double spell,Irregular
9351,9351,inearth,inearthing,V;V.PTCP;PRS,+ing,Regular
9359,9359,cypher,cyphering,V;V.PTCP;PRS,+ing,Regular
9372,9372,disemvowel,disemvowelling,V;V.PTCP;PRS,double spell,Irregular
9373,9373,deunionise,deunionising,V;V.PTCP;PRS,-e+ing,Irregular
9374,9374,pre-arrange,pre-arranging,V;V.PTCP;PRS,-e+ing,Irregular
9381,9381,pre-empt,pre-empting,V;V.PTCP;PRS,+ing,Regular
9388,9388,carpet,carpeting,V;V.PTCP;PRS,+ing,Regular
9395,9395,woold,woolding,V;V.PTCP;PRS,+ing,Regular
9397,9397,zap,zapping,V;V.PTCP;PRS,double spell,Irregular
