	Index	root	inflection	tag	rule	reg	diff	count	each count
356	356	propagandize	propagandizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
357	357	germanize	germanized	V;PST	+d	Irregular	-d	1718	856
358	358	licence	licenced	V;V.PTCP;PST	+d	Irregular	-d	1718	862
359	359	disannex	disannexing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
360	360	engrave	engrave	V;NFIN	no change	Regular	-	2035	2008
361	361	kayo	kayoed	V;PST	+ed	Regular	-ed	1605	817
362	362	hammermill	hammermills	V;3;SG;PRS	+s	Regular	-s	1842	1842
363	363	emotionalize	emotionalized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
364	364	alliance	allianced	V;PST	+d	Irregular	-d	1718	856
365	365	halo	haloed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
366	366	disembitter	disembitter	V;NFIN	no change	Regular	-	2035	2008
367	367	ladle	ladling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
368	368	reflash	reflashing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
369	369	mezzotint	mezzotint	V;NFIN	no change	Regular	-	2035	2008
370	370	denotify	denotifies	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
371	371	yabby	yabbying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
372	372	victimize	victimizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
373	373	bestride	bestrode	V;V.PTCP;PST	special	Irregular	i-o	15	3
374	374	overbet	overbet	V;NFIN	no change	Regular	-	2035	2008
375	375	supernaturalize	supernaturalizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
376	376	razz	razzed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
377	377	trounce	trouncing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
378	378	flob	flobs	V;3;SG;PRS	+s	Regular	-s	1842	1842
379	379	casefy	casefied	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
380	380	reindent	reindented	V;PST	+ed	Regular	-ed	1605	817
381	381	implead	impleading	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
382	382	bield	bielded	V;PST	+ed	Regular	-ed	1605	817
383	383	pilgrim	pilgrimed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
384	384	cringe	cringes	V;3;SG;PRS	+s	Regular	-s	1842	1842
385	385	recombobulate	recombobulates	V;3;SG;PRS	+s	Regular	-s	1842	1842
386	386	misapply	misapplied	V;PST	y-ied	Irregular	y-ied	145	79
387	387	dualize	dualized	V;PST	+d	Irregular	-d	1718	856
388	388	dephase	dephase	V;NFIN	no change	Regular	-	2035	2008
389	389	savagize	savagized	V;PST	+d	Irregular	-d	1718	856
390	390	periwig	periwigged	V;PST	double spell	Irregular	-ged	40	18
391	391	codemix	codemixes	V;3;SG;PRS	+es	Irregular	-es	103	103
392	392	deprotect	deprotected	V;PST	+ed	Regular	-ed	1605	817
393	393	disfeature	disfeatured	V;V.PTCP;PST	+d	Irregular	-d	1718	862
394	394	intergern	intergerned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
395	395	patrol	patrolled	V;PST	double spell	Irregular	-led	47	20
396	396	mummify	mummified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
397	397	lip	lipping	V;V.PTCP;PRS	double spell	Irregular	-ping	30	30
398	398	velarize	velarized	V;PST	+d	Irregular	-d	1718	856
399	399	necropsy	necropsied	V;PST	y-ied	Irregular	y-ied	145	79
400	400	certificate	certificates	V;3;SG;PRS	+s	Regular	-s	1842	1842
401	401	spoon-feed	spoon-fed	V;PST	special	Irregular	ed-d	8	7
402	402	desynchronize	desynchronized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
403	403	ignify	ignify	V;NFIN	no change	Regular	-	2035	2008
404	404	weaponize	weaponizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
405	405	proll	proll	V;NFIN	no change	Regular	-	2035	2008
406	406	sham	shammed	V;V.PTCP;PST	double spell	Irregular	-med	23	12
407	407	dish	dishes	V;3;SG;PRS	+es	Irregular	-es	103	103
408	408	arrive	arrives	V;3;SG;PRS	+s	Regular	-s	1842	1842
409	409	fortravel	fortraveled	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
410	410	vole	voling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
411	411	rote	rotes	V;3;SG;PRS	+s	Regular	-s	1842	1842
412	412	accordion	accordioned	V;PST	+ed	Regular	-ed	1605	817
413	413	laundress	laundresses	V;3;SG;PRS	+es	Irregular	-es	103	103
414	414	banish	banished	V;PST	+ed	Regular	-ed	1605	817
415	415	prink	prinking	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
416	416	tole	toles	V;3;SG;PRS	+s	Regular	-s	1842	1842
417	417	tole	tollen	V;V.PTCP;PST	special	Irregular	e-len	1	1
418	418	foreshame	foreshamed	V;PST	+d	Irregular	-d	1718	856
419	419	devulgarize	devulgarizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
420	420	forthfet	forthfets	V;3;SG;PRS	+s	Regular	-s	1842	1842
421	421	rescatter	rescattered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
422	422	toss	tossing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
423	423	disappreciate	disappreciated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
424	424	foremove	foremoves	V;3;SG;PRS	+s	Regular	-s	1842	1842
425	425	foreplay	foreplaying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
426	426	backreact	backreacted	V;PST	+ed	Regular	-ed	1605	817
427	427	abrogate	abrogates	V;3;SG;PRS	+s	Regular	-s	1842	1842
428	428	disconcur	disconcurred	V;V.PTCP;PST	double spell	Irregular	-red	18	12
429	429	playact	playacted	V;PST	+ed	Regular	-ed	1605	817
430	430	deoxidise	deoxidised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
431	431	pawn	pawn	V;NFIN	no change	Regular	-	2035	2008
432	432	front	fronted	V;PST	+ed	Regular	-ed	1605	817
433	433	osmose	osmosed	V;PST	+d	Irregular	-d	1718	856
434	434	doll	dolls	V;3;SG;PRS	+s	Regular	-s	1842	1842
435	435	unwarp	unwarps	V;3;SG;PRS	+s	Regular	-s	1842	1842
436	436	misheed	misheed	V;NFIN	no change	Regular	-	2035	2008
437	437	window-shop	window-shopping	V;V.PTCP;PRS	double spell	Irregular	-ping	30	30
438	438	resensitize	resensitized	V;PST	+d	Irregular	-d	1718	856
439	439	greenlight	greenlights	V;3;SG;PRS	+s	Regular	-s	1842	1842
440	440	immingle	immingling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
441	441	overconstrain	overconstrain	V;NFIN	no change	Regular	-	2035	2008
442	442	exoticise	exoticised	V;PST	+d	Irregular	-d	1718	856
443	443	deexcite	deexcited	V;PST	+d	Irregular	-d	1718	856
444	444	advesperate	advesperated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
445	445	upclock	upclocks	V;3;SG;PRS	+s	Regular	-s	1842	1842
446	446	redoubt	redoubted	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
447	447	hang-glide	hang-glided	V;PST	+d	Irregular	-d	1718	856
448	448	roost	roosting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
449	449	decolourise	decolourise	V;NFIN	no change	Regular	-	2035	2008
450	450	stage	staged	V;V.PTCP;PST	+d	Irregular	-d	1718	862
451	451	copper-fasten	copper-fastening	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
452	452	tip-toe	tip-toeing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
453	453	surbate	surbates	V;3;SG;PRS	+s	Regular	-s	1842	1842
454	454	tubthump	tubthumps	V;3;SG;PRS	+s	Regular	-s	1842	1842
455	455	cryoprotect	cryoprotecting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
456	456	appall	appalls	V;3;SG;PRS	+s	Regular	-s	1842	1842
457	457	seed	seeds	V;3;SG;PRS	+s	Regular	-s	1842	1842
458	458	chivy	chivy	V;NFIN	no change	Regular	-	2035	2008
459	459	forespeak	forespeaks	V;3;SG;PRS	+s	Regular	-s	1842	1842
460	460	pilgrimize	pilgrimized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
461	461	acuate	acuated	V;PST	+d	Irregular	-d	1718	856
462	462	notify	notify	V;NFIN	no change	Regular	-	2035	2008
463	463	reimmunize	reimmunize	V;NFIN	no change	Regular	-	2035	2008
464	464	lid	lidded	V;V.PTCP;PST	double spell	Irregular	-ded	20	11
465	465	traduce	traducing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
466	466	rix	rixing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
467	467	epitaph	epitaphed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
468	468	disinure	disinured	V;V.PTCP;PST	+d	Irregular	-d	1718	862
469	469	recall	recalling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
470	470	quisle	quisled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
471	471	periscope	periscoped	V;PST	+d	Irregular	-d	1718	856
472	472	unstaple	unstaple	V;NFIN	no change	Regular	-	2035	2008
473	473	chauffeur	chauffeurs	V;3;SG;PRS	+s	Regular	-s	1842	1842
474	474	bowdlerize	bowdlerized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
475	475	illtreat	illtreat	V;NFIN	no change	Regular	-	2035	2008
476	476	prolificate	prolificated	V;PST	+d	Irregular	-d	1718	856
477	477	disvelop	disvelop	V;NFIN	no change	Regular	-	2035	2008
478	478	aestuate	aestuated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
479	479	gangrenate	gangrenated	V;PST	+d	Irregular	-d	1718	856
480	480	hurry-skurry	hurry-skurried	V;PST	y-ied	Irregular	y-ied	145	79
481	481	joul	joul	V;NFIN	no change	Regular	-	2035	2008
482	482	reutilize	reutilize	V;NFIN	no change	Regular	-	2035	2008
483	483	electrocute	electrocuted	V;V.PTCP;PST	+d	Irregular	-d	1718	862
484	484	waulk	waulked	V;PST	+ed	Regular	-ed	1605	817
485	485	unhelmet	unhelmet	V;NFIN	no change	Regular	-	2035	2008
486	486	ease	eased	V;PST	+d	Irregular	-d	1718	856
487	487	disfurniture	disfurnitured	V;PST	+d	Irregular	-d	1718	856
488	488	monophthongise	monophthongised	V;PST	+d	Irregular	-d	1718	856
489	489	unswirl	unswirled	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
490	490	overtreat	overtreated	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
491	491	plate	plate	V;NFIN	no change	Regular	-	2035	2008
492	492	equivale	equivaled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
493	493	incant	incant	V;NFIN	no change	Regular	-	2035	2008
494	494	camouflage	camouflages	V;3;SG;PRS	+s	Regular	-s	1842	1842
495	495	arcweld	arcwelding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
496	496	recongregate	recongregated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
497	497	overcloy	overcloying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
498	498	surbeat	surbeat	V;NFIN	no change	Regular	-	2035	2008
499	499	quinella	quinellaed	V;PST	+ed	Regular	-ed	1605	817
500	500	bind	bind	V;NFIN	no change	Regular	-	2035	2008
501	501	reinterview	reinterviewing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
502	502	iron	ironed	V;PST	+ed	Regular	-ed	1605	817
503	503	ean	eaning	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
504	504	overname	overnaming	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
505	505	straitjacket	straitjacketed	V;PST	+ed	Regular	-ed	1605	817
506	506	squit	squitting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
507	507	google	googled	V;PST	+d	Irregular	-d	1718	856
508	508	teutonicize	teutonicized	V;PST	+d	Irregular	-d	1718	856
509	509	empathize	empathize	V;NFIN	no change	Regular	-	2035	2008
510	510	vaporize	vaporizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
511	511	reinfiltrate	reinfiltrating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
512	512	wist	wisted	V;PST	+ed	Regular	-ed	1605	817
513	513	certificate	certificated	V;PST	+d	Irregular	-d	1718	856
514	514	microblog	microblogged	V;V.PTCP;PST	double spell	Irregular	-ged	40	22
515	515	responsibilize	responsibilizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
516	516	bedare	bedares	V;3;SG;PRS	+s	Regular	-s	1842	1842
517	517	masquerade	masquerades	V;3;SG;PRS	+s	Regular	-s	1842	1842
518	518	caracol	caracolling	V;V.PTCP;PRS	double spell	Irregular	-ling	20	20
519	519	dung	dunged	V;PST	+ed	Regular	-ed	1605	817
520	520	roquet	roquets	V;3;SG;PRS	+s	Regular	-s	1842	1842
521	521	narc	narcing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
522	522	upbreed	upbreeding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
523	523	famish	famishes	V;3;SG;PRS	+es	Irregular	-es	103	103
524	524	marcot	marcots	V;3;SG;PRS	+s	Regular	-s	1842	1842
525	525	misinfer	misinfers	V;3;SG;PRS	+s	Regular	-s	1842	1842
526	526	bedye	bedyed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
527	527	corral	corral	V;NFIN	no change	Regular	-	2035	2008
528	528	lend	lent	V;PST	d-t	Irregular	d-t	7	4
529	529	kip	kipped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
530	530	kiss	kissed	V;PST	+ed	Regular	-ed	1605	817
531	531	elixate	elixating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
532	532	foreapprove	foreapproves	V;3;SG;PRS	+s	Regular	-s	1842	1842
533	533	wan't	wan'ting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
534	534	welsh	welshed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
535	535	endazzle	endazzle	V;NFIN	no change	Regular	-	2035	2008
536	536	verberate	verberate	V;NFIN	no change	Regular	-	2035	2008
537	537	maturate	maturated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
538	538	unorder	unorder	V;NFIN	no change	Regular	-	2035	2008
539	539	sump	sumped	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
540	540	butt-rape	butt-rapes	V;3;SG;PRS	+s	Regular	-s	1842	1842
541	541	bogue	bogued	V;V.PTCP;PST	+d	Irregular	-d	1718	862
542	542	replough	reploughed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
543	543	impleach	impleached	V;PST	+ed	Regular	-ed	1605	817
544	544	fangle	fangling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
545	545	preemploy	preemployed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
546	546	ether	ether	V;NFIN	no change	Regular	-	2035	2008
547	547	regularise	regularise	V;NFIN	no change	Regular	-	2035	2008
548	548	retrodict	retrodicted	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
549	549	embathe	embathed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
550	550	cryosection	cryosectioning	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
551	551	preorganize	preorganizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
552	552	leaze	leazing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
553	553	ding	ding	V;NFIN	no change	Regular	-	2035	2008
554	554	dindle	dindled	V;PST	+d	Irregular	-d	1718	856
555	555	fermentate	fermentated	V;PST	+d	Irregular	-d	1718	856
556	556	inshrine	inshrining	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
557	557	acetify	acetifies	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
558	558	aromatize	aromatizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
559	559	text	text	V;NFIN	no change	Regular	-	2035	2008
560	560	repone	repone	V;NFIN	no change	Regular	-	2035	2008
561	561	undercast	undercast	V;NFIN	no change	Regular	-	2035	2008
562	562	rubric	rubricked	V;PST	special	Irregular	-ked	9	4
563	563	iranianize	iranianized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
564	564	chaunge	chaunges	V;3;SG;PRS	+s	Regular	-s	1842	1842
565	565	luminate	luminated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
566	566	onhold	onhold	V;NFIN	no change	Regular	-	2035	2008
567	567	spangle	spangling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
568	568	elucidate	elucidated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
569	569	reinstitutionalise	reinstitutionalised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
570	570	berend	berent	V;V.PTCP;PST	special	Irregular	d-t	7	3
571	571	commerce	commerced	V;PST	+d	Irregular	-d	1718	856
572	572	bescrape	bescrapes	V;3;SG;PRS	+s	Regular	-s	1842	1842
573	573	itemize	itemizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
574	574	choogle	choogling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
575	575	forehold	foreholden	V;V.PTCP;PST	special	Irregular	-en	5	5
576	576	show	shows	V;3;SG;PRS	+s	Regular	-s	1842	1842
577	577	sinch	sinching	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
578	578	overflow	overflowing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
579	579	hatchel	hatchels	V;3;SG;PRS	+s	Regular	-s	1842	1842
580	580	subtilise	subtilised	V;PST	+d	Irregular	-d	1718	856
581	581	warehouse	warehousing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
582	582	labefy	labefied	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
583	583	envolume	envolumed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
584	584	dequantitate	dequantitated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
585	585	writhe	writhen	V;V.PTCP;PST	special	Irregular	-n	19	19
586	586	dillydally	dillydallying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
587	587	formirken	formirkening	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
588	588	beslobber	beslobbers	V;3;SG;PRS	+s	Regular	-s	1842	1842
589	589	decrypt	decrypting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
590	590	loc	locced	V;PST	double spell	Irregular	-ced	2	1
591	591	dilaniate	dilaniated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
592	592	tracheotomize	tracheotomized	V;PST	+d	Irregular	-d	1718	856
593	593	celestialize	celestializes	V;3;SG;PRS	+s	Regular	-s	1842	1842
594	594	covary	covaried	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
595	595	convict	convicted	V;PST	+ed	Regular	-ed	1605	817
596	596	trojan-horse	trojan-horses	V;3;SG;PRS	+s	Regular	-s	1842	1842
597	597	uncity	uncitied	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
598	598	f**k	f**ks	V;3;SG;PRS	+s	Regular	-s	1842	1842
599	599	swifter	swifter	V;NFIN	no change	Regular	-	2035	2008
600	600	exchange	exchanged	V;PST	+d	Irregular	-d	1718	856
601	601	bebay	bebayed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
602	602	foreposition	forepositions	V;3;SG;PRS	+s	Regular	-s	1842	1842
603	603	forethink	forethought	V;V.PTCP;PST	special	Irregular	ink-ought	4	2
604	604	assassinate	assassinating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
605	605	deinterleave	deinterleave	V;NFIN	no change	Regular	-	2035	2008
606	606	testern	testerning	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
607	607	beteem	beteem	V;NFIN	no change	Regular	-	2035	2008
608	608	allegate	allegates	V;3;SG;PRS	+s	Regular	-s	1842	1842
609	609	contraband	contrabands	V;3;SG;PRS	+s	Regular	-s	1842	1842
610	610	cybersex	cybersexed	V;PST	+ed	Regular	-ed	1605	817
611	611	secrete	secretes	V;3;SG;PRS	+s	Regular	-s	1842	1842
612	612	sidewind	sidewinds	V;3;SG;PRS	+s	Regular	-s	1842	1842
613	613	unmask	unmasks	V;3;SG;PRS	+s	Regular	-s	1842	1842
614	614	colourize	colourized	V;PST	+d	Irregular	-d	1718	856
615	615	oxidise	oxidise	V;NFIN	no change	Regular	-	2035	2008
616	616	hypercriticize	hypercriticizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
617	617	revindicate	revindicates	V;3;SG;PRS	+s	Regular	-s	1842	1842
618	618	straddle	straddles	V;3;SG;PRS	+s	Regular	-s	1842	1842
619	619	bespit	bespitting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
620	620	muslimize	muslimizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
621	621	recourse	recoursing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
622	622	hypercorrect	hypercorrected	V;PST	+ed	Regular	-ed	1605	817
623	623	decolorize	decolorized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
624	624	interplead	interpled	V;PST	special	Irregular	ad-d	4	2
625	625	fordry	fordried	V;PST	y-ied	Irregular	y-ied	145	79
626	626	supererogate	supererogating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
627	627	outscold	outscolded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
628	628	criticise	criticised	V;PST	+d	Irregular	-d	1718	856
629	629	hasp	hasped	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
630	630	basify	basifies	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
631	631	initiate	initiated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
632	632	liss	lissed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
633	633	reboot	reboot	V;NFIN	no change	Regular	-	2035	2008
634	634	ulcerate	ulcerated	V;PST	+d	Irregular	-d	1718	856
635	635	scoot	scoot	V;NFIN	no change	Regular	-	2035	2008
636	636	overmast	overmasted	V;PST	+ed	Regular	-ed	1605	817
637	637	elt	elt	V;NFIN	no change	Regular	-	2035	2008
638	638	scrutinise	scrutinised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
639	639	itch	itching	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
640	640	chark	chark	V;NFIN	no change	Regular	-	2035	2008
641	641	underlook	underlooks	V;3;SG;PRS	+s	Regular	-s	1842	1842
642	642	atrede	atred	V;V.PTCP;PST	special	Irregular	e-	2	1
643	643	rag	ragged	V;V.PTCP;PST	double spell	Irregular	-ged	40	22
644	644	yackety-yak	yackety-yakked	V;V.PTCP;PST	double spell	Irregular	-ked	9	5
645	645	overbook	overbook	V;NFIN	no change	Regular	-	2035	2008
646	646	reaccelerate	reaccelerated	V;PST	+d	Irregular	-d	1718	856
647	647	videocast	videocasts	V;3;SG;PRS	+s	Regular	-s	1842	1842
648	648	thump	thumped	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
649	649	undercry	undercries	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
650	650	pore	pored	V;V.PTCP;PST	+d	Irregular	-d	1718	862
651	651	impurple	impurple	V;NFIN	no change	Regular	-	2035	2008
652	652	smug	smugged	V;V.PTCP;PST	double spell	Irregular	-ged	40	22
653	653	unshelve	unshelves	V;3;SG;PRS	+s	Regular	-s	1842	1842
654	654	arise	arising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
655	655	embezzle	embezzle	V;NFIN	no change	Regular	-	2035	2008
656	656	razz	razzes	V;3;SG;PRS	+es	Irregular	-es	103	103
657	657	snape	snape	V;NFIN	no change	Regular	-	2035	2008
658	658	foreknow	foreknown	V;V.PTCP;PST	special	Irregular	-n	19	19
659	659	laconize	laconizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
660	660	wot	wotted	V;V.PTCP;PST	double spell	Irregular	-ted	43	20
661	661	brawn	brawn	V;NFIN	no change	Regular	-	2035	2008
662	662	tranch	tranch	V;NFIN	no change	Regular	-	2035	2008
663	663	respirate	respirate	V;NFIN	no change	Regular	-	2035	2008
664	664	embastardize	embastardizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
665	665	restaple	restaples	V;3;SG;PRS	+s	Regular	-s	1842	1842
666	666	radar	radared	V;PST	+ed	Regular	-ed	1605	817
667	667	misween	misween	V;NFIN	no change	Regular	-	2035	2008
668	668	sonneteer	sonneteered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
669	669	unfrequent	unfrequent	V;NFIN	no change	Regular	-	2035	2008
670	670	actuate	actuated	V;PST	+d	Irregular	-d	1718	856
671	671	aeriate	aeriating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
672	672	subjectivise	subjectivised	V;V.PTCP;PST	+d	Irregular	-d	1718	862
673	673	overpromote	overpromoted	V;V.PTCP;PST	+d	Irregular	-d	1718	862
674	674	exceed	exceeded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
675	675	hog	hog	V;NFIN	no change	Regular	-	2035	2008
676	676	decrement	decrementing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
677	677	antique	antiques	V;3;SG;PRS	+s	Regular	-s	1842	1842
678	678	ranforce	ranforced	V;V.PTCP;PST	+d	Irregular	-d	1718	862
679	679	gateway	gatewaying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
680	680	glint	glint	V;NFIN	no change	Regular	-	2035	2008
681	681	forweary	forwearied	V;PST	y-ied	Irregular	y-ied	145	79
682	682	mend	mending	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
683	683	consign	consign	V;NFIN	no change	Regular	-	2035	2008
684	684	begem	begemming	V;V.PTCP;PRS	double spell	Irregular	-ming	12	12
685	685	demuslimize	demuslimize	V;NFIN	no change	Regular	-	2035	2008
686	686	tipsify	tipsified	V;PST	y-ied	Irregular	y-ied	145	79
687	687	barge	barged	V;V.PTCP;PST	+d	Irregular	-d	1718	862
688	688	pontificate	pontificating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
689	689	coop	coop	V;NFIN	no change	Regular	-	2035	2008
690	690	fart	farted	V;PST	+ed	Regular	-ed	1605	817
691	691	reliquefy	reliquefied	V;PST	y-ied	Irregular	y-ied	145	79
692	692	luck	lucked	V;PST	+ed	Regular	-ed	1605	817
693	693	begrasp	begrasps	V;3;SG;PRS	+s	Regular	-s	1842	1842
694	694	manumit	manumitting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
695	695	mean	means	V;3;SG;PRS	+s	Regular	-s	1842	1842
696	696	hedgehop	hedgehopped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
